 740, 0, 2100167, 3481833, 2214634, 987864, 1931911, 988562, 781
 741, 0, 2100242, 3481747, 2214614, 987939, 1931825, 988542, 781
 742, 0, 2100262, 3481725, 2214600, 987959, 1931803, 988528, 781
 743, 0, 2100192, 3481709, 2214608, 987889, 1931787, 988536, 781
 744, 0, 2100157, 3481669, 2214620, 987854, 1931747, 988548, 781
 745, 0, 2100219, 3481699, 2214547, 987916, 1931777, 988475, 781
 746, 0, 2100285, 3481706, 2214614, 987982, 1931784, 988542, 781
 747, 0, 2100232, 3481716, 2214605, 987929, 1931794, 988533, 781
 748, 0, 2100234, 3481766, 2214611, 987931, 1931844, 988539, 781
 749, 0, 2100338, 3481797, 2214573, 988035, 1931875, 988501, 781
 750, 0, 2100284, 3481828, 2214632, 987981, 1931906, 988560, 781
 751, 0, 2100286, 3481898, 2214563, 987983, 1931976, 988491, 781
 752, 0, 2100284, 3481836, 2214577, 987981, 1931914, 988505, 781
 753, 0, 2100308, 3481967, 2214482, 988005, 1932045, 988410, 781
 754, 0, 2100258, 3481957, 2214442, 987955, 1932035, 988370, 781
 755, 0, 2100204, 3481649, 2214546, 987901, 1931727, 988474, 781
 756, 0, 2100216, 3481749, 2214518, 987913, 1931827, 988446, 781
 757, 0, 2100185, 3481877, 2214398, 987882, 1931955, 988326, 781
 758, 0, 2100264, 3482105, 2214146, 987961, 1932183, 988074, 781
 759, 0, 2100408, 3482547, 2213949, 988105, 1932625, 987877, 781
 760, 0, 2100382, 3482193, 2213879, 988079, 1932271, 987807, 781
 761, 0, 2100296, 3482391, 2213839, 987993, 1932469, 987767, 781
 762, 0, 2100371, 3482467, 2213809, 988068, 1932545, 987737, 781
 763, 0, 2100391, 3482311, 2213820, 988088, 1932389, 987748, 781
 764, 0, 2100435, 3482356, 2213788, 988132, 1932434, 987716, 781
 765, 0, 2100465, 3482487, 2213797, 988162, 1932565, 987725, 781
 766, 0, 2100479, 3482553, 2213757, 988176, 1932631, 987685, 781
 767, 0, 2100529, 3482489, 2213785, 988226, 1932567, 987713, 781
 768, 0, 2100534, 3482331, 2213873, 988231, 1932409, 987801, 781
 769, 0, 2100519, 3482122, 2214011, 988216, 1932200, 987939, 781
 770, 0, 2100518, 3482147, 2214095, 988215, 1932225, 988023, 781
 771, 0, 2100482, 3482330, 2214020, 988179, 1932408, 987948, 781
 772, 0, 2100413, 3482280, 2214081, 988110, 1932358, 988009, 781
 773, 0, 2100358, 3482234, 2214054, 988055, 1932312, 987982, 781
 774, 0, 2100356, 3482216, 2214027, 988053, 1932294, 987955, 781
 775, 0, 2100393, 3482333, 2213959, 988090, 1932411, 987887, 781
 776, 0, 2100388, 3482215, 2214021, 988085, 1932293, 987949, 781
 777, 0, 2100474, 3482177, 2214000, 988171, 1932255, 987928, 781
 778, 0, 2100395, 3482123, 2214129, 988092, 1932201, 988057, 781
 779, 0, 2100382, 3482112, 2214139, 988079, 1932190, 988067, 781
 780, 0, 2100429, 3482154, 2214128, 988126, 1932232, 988056, 781
 781, 0, 2100492, 3482196, 2214029, 988189, 1932274, 987957, 781
 782, 0, 2100488, 3482196, 2214039, 988185, 1932274, 987967, 781
 783, 0, 2100457, 3482226, 2214061, 988154, 1932304, 987989, 781
 784, 0, 2100465, 3482198, 2214015, 988162, 1932276, 987943, 781
 785, 0, 2100478, 3482171, 2214024, 988175, 1932249, 987952, 781
 786, 0, 2100498, 3482103, 2214010, 988195, 1932181, 987938, 781
 787, 0, 2100465, 3482135, 2213963, 988162, 1932213, 987891, 781
 788, 0, 2100419, 3482425, 2213767, 988116, 1932503, 987695, 781
 789, 0, 2100493, 3482498, 2213661, 988190, 1932576, 987589, 781
 790, 0, 2100487, 3482401, 2213709, 988184, 1932479, 987637, 781
 791, 0, 2100430, 3482490, 2213776, 988127, 1932568, 987704, 781
 792, 0, 2100441, 3482490, 2213774, 988138, 1932568, 987702, 781
 793, 0, 2100514, 3482489, 2213750, 988211, 1932567, 987678, 781
 794, 0, 2100470, 3482366, 2213838, 988167, 1932444, 987766, 781
 795, 0, 2100404, 3482265, 2213974, 988101, 1932343, 987902, 781
 796, 0, 2100390, 3482178, 2214009, 988087, 1932256, 987937, 781
 797, 0, 2100431, 3482229, 2214013, 988128, 1932307, 987941, 781
 798, 0, 2100520, 3482166, 2214020, 988217, 1932244, 987948, 781
 799, 0, 2100560, 3482254, 2214093, 988257, 1932332, 988021, 781
 800, 0, 2100509, 3482242, 2214044, 988206, 1932320, 987972, 781
 801, 0, 2100503, 3482247, 2213961, 988200, 1932325, 987889, 781
 802, 0, 2100512, 3482236, 2213978, 988209, 1932314, 987906, 781
 803, 0, 2100584, 3482128, 2214108, 988281, 1932206, 988036, 781
 804, 0, 2100535, 3482094, 2214200, 988232, 1932172, 988128, 781
 805, 0, 2100551, 3482081, 2214146, 988248, 1932159, 988074, 781
 806, 0, 2100619, 3481998, 2214131, 988316, 1932076, 988059, 781
 807, 0, 2100560, 3481969, 2214138, 988257, 1932047, 988066, 781
 808, 0, 2100547, 3481972, 2214233, 988244, 1932050, 988161, 781
 809, 0, 2100538, 3482095, 2214185, 988235, 1932173, 988113, 781
 810, 0, 2100550, 3482073, 2214089, 988247, 1932151, 988017, 781
 811, 0, 2100570, 3482122, 2214124, 988267, 1932200, 988052, 781
 812, 0, 2100499, 3482123, 2214178, 988196, 1932201, 988106, 781
 813, 0, 2100489, 3482082, 2214121, 988186, 1932160, 988049, 781
 814, 0, 2100497, 3482141, 2214087, 988194, 1932219, 988015, 781
 815, 0, 2100506, 3482172, 2214158, 988203, 1932250, 988086, 781
 816, 0, 2100534, 3482172, 2214083, 988231, 1932250, 988011, 781
 817, 0, 2100621, 3482231, 2214093, 988318, 1932309, 988021, 781
 818, 0, 2100562, 3482341, 2214030, 988259, 1932419, 987958, 781
 819, 0, 2100532, 3482409, 2213964, 988229, 1932487, 987892, 781
 820, 0, 2100537, 3482283, 2213882, 988234, 1932361, 987810, 781
 821, 0, 2100517, 3482366, 2213824, 988214, 1932444, 987752, 781
 822, 0, 2100508, 3482534, 2213749, 988205, 1932612, 987677, 781
 823, 0, 2100521, 3482636, 2213713, 988218, 1932714, 987641, 781
 824, 0, 2100547, 3482674, 2213710, 988244, 1932752, 987638, 781
 825, 0, 2100610, 3482601, 2213710, 988307, 1932679, 987638, 781
 826, 0, 2100576, 3482656, 2213773, 988273, 1932734, 987701, 781
 827, 0, 2100529, 3482517, 2213756, 988226, 1932595, 987684, 781
 828, 0, 2100484, 3482488, 2213803, 988181, 1932566, 987731, 781
 829, 0, 2100563, 3482496, 2213847, 988260, 1932574, 987775, 781
 830, 0, 2100626, 3482295, 2214120, 988323, 1932373, 988048, 781
 831, 0, 2100588, 3482034, 2214353, 988285, 1932112, 988281, 781
 832, 0, 2100588, 3481664, 2214475, 988285, 1931742, 988403, 781
 833, 0, 2100548, 3481690, 2214492, 988245, 1931768, 988420, 781
 834, 0, 2100559, 3481721, 2214577, 988256, 1931799, 988505, 781
 835, 0, 2100540, 3481651, 2214589, 988237, 1931729, 988517, 781
 836, 0, 2100519, 3481619, 2214573, 988216, 1931697, 988501, 781
 837, 0, 2100503, 3481690, 2214578, 988200, 1931768, 988506, 781
 838, 0, 2100490, 3481701, 2214612, 988187, 1931779, 988540, 781
 839, 0, 2100492, 3481755, 2214671, 988189, 1931833, 988599, 781
 840, 0, 2100519, 3481776, 2214658, 988216, 1931854, 988586, 781
 841, 0, 2100571, 3481699, 2214664, 988268, 1931777, 988592, 781
 842, 0, 2100524, 3481742, 2214685, 988221, 1931820, 988613, 781
 843, 0, 2100462, 3481749, 2214681, 988159, 1931827, 988609, 781
 844, 0, 2100474, 3481661, 2214689, 988171, 1931739, 988617, 781
 845, 0, 2100555, 3481692, 2214619, 988252, 1931770, 988547, 781
 846, 0, 2100511, 3481717, 2214632, 988208, 1931795, 988560, 781
 847, 0, 2100499, 3481772, 2214714, 988196, 1931850, 988642, 781
 848, 0, 2100546, 3481741, 2214724, 988243, 1931819, 988652, 781
 849, 0, 2100534, 3481740, 2214691, 988231, 1931818, 988619, 781
 850, 0, 2100510, 3481714, 2214674, 988207, 1931792, 988602, 781
 851, 0, 2100592, 3481718, 2214697, 988289, 1931796, 988625, 781
 852, 0, 2100616, 3481771, 2214719, 988313, 1931849, 988647, 781
 853, 0, 2100568, 3481737, 2214622, 988265, 1931815, 988550, 781
 854, 0, 2100520, 3481729, 2214560, 988217, 1931807, 988488, 781
 855, 0, 2100522, 3481728, 2214633, 988219, 1931806, 988561, 781
 856, 0, 2100573, 3481764, 2214617, 988270, 1931842, 988545, 781
 857, 0, 2100576, 3481772, 2214673, 988273, 1931850, 988601, 781
 858, 0, 2100580, 3481737, 2214579, 988277, 1931815, 988507, 781
 859, 0, 2100537, 3481765, 2214514, 988234, 1931843, 988442, 781
 860, 0, 2100531, 3481732, 2214582, 988228, 1931810, 988510, 781
 861, 0, 2100551, 3481696, 2214659, 988248, 1931774, 988587, 781
 862, 0, 2100552, 3481708, 2214651, 988249, 1931786, 988579, 781
 863, 0, 2100569, 3481749, 2214715, 988266, 1931827, 988643, 781
 864, 0, 2100631, 3481769, 2214697, 988328, 1931847, 988625, 781
 865, 0, 2100631, 3481688, 2214681, 988328, 1931766, 988609, 781
 866, 0, 2100559, 3481652, 2214651, 988256, 1931730, 988579, 781
 867, 0, 2100612, 3481711, 2214746, 988309, 1931789, 988674, 781
 868, 0, 2100637, 3481716, 2214707, 988334, 1931794, 988635, 781
 869, 0, 2100581, 3481727, 2214647, 988278, 1931805, 988575, 781
 870, 0, 2100578, 3481696, 2214672, 988275, 1931774, 988600, 781
 871, 0, 2100581, 3481723, 2214663, 988278, 1931801, 988591, 781
 872, 0, 2100542, 3481721, 2214727, 988239, 1931799, 988655, 781
 873, 0, 2100591, 3481741, 2214673, 988288, 1931819, 988601, 781
 874, 0, 2100609, 3481758, 2214733, 988306, 1931836, 988661, 781
 875, 0, 2100642, 3481779, 2214766, 988339, 1931857, 988694, 781
 876, 0, 2100573, 3481746, 2214754, 988270, 1931824, 988682, 781
 877, 0, 2100587, 3481813, 2214752, 988284, 1931891, 988680, 781
 878, 0, 2100598, 3481777, 2214704, 988295, 1931855, 988632, 781
 879, 0, 2100592, 3481766, 2214709, 988289, 1931844, 988637, 781
 880, 0, 2100545, 3481775, 2214676, 988242, 1931853, 988604, 781
 881, 0, 2100574, 3481811, 2214695, 988271, 1931889, 988623, 781
 882, 0, 2100555, 3481762, 2214761, 988252, 1931840, 988689, 781
 883, 0, 2100586, 3481748, 2214709, 988283, 1931826, 988637, 781
 884, 0, 2100599, 3481829, 2214641, 988296, 1931907, 988569, 781
 885, 0, 2100621, 3481797, 2214665, 988318, 1931875, 988593, 781
 886, 0, 2100545, 3481788, 2214750, 988242, 1931866, 988678, 781
 887, 0, 2100590, 3481793, 2214731, 988287, 1931871, 988659, 781
 888, 0, 2100609, 3481826, 2214701, 988306, 1931904, 988629, 781
 889, 0, 2100685, 3481823, 2214677, 988382, 1931901, 988605, 781
 890, 0, 2100668, 3481840, 2214669, 988365, 1931918, 988597, 781
 891, 0, 2100634, 3481774, 2214702, 988331, 1931852, 988630, 781
 892, 0, 2100634, 3481775, 2214681, 988331, 1931853, 988609, 781
 893, 0, 2100646, 3481798, 2214700, 988343, 1931876, 988628, 781
 894, 0, 2100654, 3481827, 2214695, 988351, 1931905, 988623, 781
 895, 0, 2100712, 3481797, 2214691, 988409, 1931875, 988619, 781
 896, 0, 2100679, 3481734, 2214754, 988376, 1931812, 988682, 781
 897, 0, 2100625, 3481746, 2214709, 988322, 1931824, 988637, 781
 898, 0, 2100652, 3481779, 2214737, 988349, 1931857, 988665, 781
 899, 0, 2100657, 3481783, 2214678, 988354, 1931861, 988606, 781
 900, 0, 2100640, 3481765, 2214667, 988337, 1931843, 988595, 781
 901, 0, 2100607, 3481732, 2214698, 988304, 1931810, 988626, 781
 902, 0, 2100679, 3481775, 2214737, 988376, 1931853, 988665, 781
 903, 0, 2100696, 3481793, 2214768, 988393, 1931871, 988696, 781
 904, 0, 2100709, 3481716, 2214794, 988406, 1931794, 988722, 781
 905, 0, 2100674, 3481736, 2214712, 988371, 1931814, 988640, 781
 906, 0, 2100666, 3481794, 2214684, 988363, 1931872, 988612, 781
 907, 0, 2100728, 3481800, 2214699, 988425, 1931878, 988627, 781
 908, 0, 2100777, 3481746, 2214705, 988474, 1931824, 988633, 781
 909, 0, 2100771, 3481763, 2214640, 988468, 1931841, 988568, 781
 910, 0, 2100778, 3481773, 2214605, 988475, 1931851, 988533, 781
 911, 0, 2100800, 3481811, 2214749, 988497, 1931889, 988677, 781
 912, 0, 2100782, 3481766, 2214882, 988479, 1931844, 988810, 781
 913, 0, 2100777, 3481720, 2214894, 988474, 1931798, 988822, 781
 914, 0, 2100741, 3481772, 2214739, 988438, 1931850, 988667, 781
 915, 0, 2100762, 3481807, 2214654, 988459, 1931885, 988582, 781
 916, 0, 2100825, 3481788, 2214661, 988522, 1931866, 988589, 781
 917, 0, 2100868, 3481760, 2214653, 988565, 1931838, 988581, 781
 918, 0, 2100819, 3481838, 2214731, 988516, 1931916, 988659, 781
 919, 0, 2100810, 3481856, 2214774, 988507, 1931934, 988702, 781
 920, 0, 2100798, 3481850, 2214710, 988495, 1931928, 988638, 781
 921, 0, 2100802, 3481890, 2214651, 988499, 1931968, 988579, 781
 922, 0, 2100786, 3481743, 2214705, 988483, 1931821, 988633, 781
 923, 0, 2100749, 3481783, 2214731, 988446, 1931861, 988659, 781
 924, 0, 2100813, 3481816, 2214759, 988510, 1931894, 988687, 781
 925, 0, 2100858, 3481762, 2214824, 988555, 1931840, 988752, 781
 926, 0, 2100717, 3481843, 2214718, 988414, 1931921, 988646, 781
 927, 0, 2100691, 3481872, 2214591, 988388, 1931950, 988519, 781
 928, 0, 2100784, 3481793, 2214655, 988481, 1931871, 988583, 781
 929, 0, 2100786, 3481794, 2214705, 988483, 1931872, 988633, 781
 930, 0, 2100790, 3481855, 2214703, 988487, 1931933, 988631, 781
 931, 0, 2100833, 3481849, 2214777, 988530, 1931927, 988705, 781
 932, 0, 2100762, 3481869, 2214774, 988459, 1931947, 988702, 781
 933, 0, 2100770, 3481775, 2214711, 988467, 1931853, 988639, 781
 934, 0, 2100786, 3481813, 2214764, 988483, 1931891, 988692, 781
 935, 0, 2100874, 3481730, 2214758, 988571, 1931808, 988686, 781
 936, 0, 2100835, 3481731, 2214720, 988532, 1931809, 988648, 781
 937, 0, 2100852, 3481732, 2214722, 988549, 1931810, 988650, 781
 938, 0, 2100858, 3481744, 2214709, 988555, 1931822, 988637, 781
 939, 0, 2100845, 3481737, 2214795, 988542, 1931815, 988723, 781
 940, 0, 2100834, 3481740, 2214800, 988531, 1931818, 988728, 781
 941, 0, 2100849, 3481709, 2214761, 988546, 1931787, 988689, 781
 942, 0, 2100851, 3481785, 2214758, 988548, 1931863, 988686, 781
 943, 0, 2100875, 3481755, 2214772, 988572, 1931833, 988700, 781
 944, 0, 2100846, 3481752, 2214873, 988543, 1931830, 988801, 781
 945, 0, 2100818, 3481794, 2214791, 988515, 1931872, 988719, 781
 946, 0, 2100852, 3481762, 2214772, 988549, 1931840, 988700, 781
 947, 0, 2100863, 3481765, 2214797, 988560, 1931843, 988725, 781
 948, 0, 2100831, 3481786, 2214864, 988528, 1931864, 988792, 781
 949, 0, 2100867, 3481749, 2214848, 988564, 1931827, 988776, 781
 950, 0, 2100882, 3481761, 2214895, 988579, 1931839, 988823, 781
 951, 0, 2100770, 3481777, 2215768, 988467, 1931855, 989696, 781
 952, 0, 2100665, 3481853, 2217906, 988362, 1931931, 991834, 781
 953, 0, 2100699, 3481705, 2218806, 988396, 1931783, 992734, 782
 954, 0, 2100742, 3481601, 2219115, 988439, 1931679, 993043, 782
 955, 0, 2100727, 3481617, 2219177, 988424, 1931695, 993105, 782
 956, 0, 2100784, 3481632, 2219201, 988481, 1931710, 993129, 782
 957, 0, 2100702, 3481720, 2219257, 988399, 1931798, 993185, 782
 958, 0, 2100705, 3481761, 2219268, 988402, 1931839, 993196, 782
 959, 0, 2100764, 3481683, 2219323, 988461, 1931761, 993251, 782
 960, 0, 2100744, 3481670, 2219337, 988441, 1931748, 993265, 782
 961, 0, 2100672, 3481725, 2219281, 988369, 1931803, 993209, 782
 962, 0, 2100633, 3481733, 2219325, 988330, 1931811, 993253, 782
 963, 0, 2100698, 3481706, 2219286, 988395, 1931784, 993214, 782
 964, 0, 2100698, 3481665, 2219327, 988395, 1931743, 993255, 782
 965, 0, 2100669, 3481727, 2219341, 988366, 1931805, 993269, 782
 966, 0, 2100713, 3481705, 2219363, 988410, 1931783, 993291, 782
 967, 0, 2100743, 3481670, 2219353, 988440, 1931748, 993281, 782
 968, 0, 2100778, 3481727, 2219412, 988475, 1931805, 993340, 782
 969, 0, 2100697, 3481689, 2219423, 988394, 1931767, 993351, 782
 970, 0, 2100762, 3481691, 2219565, 988459, 1931769, 993493, 782
 971, 0, 2100763, 3481645, 2219487, 988460, 1931723, 993415, 782
 972, 0, 2100781, 3481635, 2219429, 988478, 1931713, 993357, 782
 973, 0, 2100804, 3481652, 2219398, 988501, 1931730, 993326, 782
 974, 0, 2100727, 3481616, 2219447, 988424, 1931694, 993375, 782
 975, 0, 2100719, 3481696, 2219381, 988416, 1931774, 993309, 782
 976, 0, 2100819, 3481711, 2219362, 988516, 1931789, 993290, 782
 977, 0, 2100778, 3481717, 2219387, 988475, 1931795, 993315, 782
 978, 0, 2100796, 3481725, 2219391, 988493, 1931803, 993319, 782
 979, 0, 2100789, 3481646, 2219440, 988486, 1931724, 993368, 782
 980, 0, 2100812, 3481734, 2219454, 988509, 1931812, 993382, 782
 981, 0, 2100826, 3481760, 2219380, 988523, 1931838, 993308, 782
 982, 0, 2100806, 3481735, 2219395, 988503, 1931813, 993323, 782
 983, 0, 2100875, 3481768, 2219398, 988572, 1931846, 993326, 782
 984, 0, 2100855, 3481773, 2219307, 988552, 1931851, 993235, 782
 985, 0, 2100768, 3481744, 2219393, 988465, 1931822, 993321, 782
 986, 0, 2100761, 3481743, 2219409, 988458, 1931821, 993337, 782
 987, 0, 2100815, 3481717, 2219451, 988512, 1931795, 993379, 782
 988, 0, 2100805, 3481753, 2219484, 988502, 1931831, 993412, 782
 989, 0, 2100798, 3481775, 2219372, 988495, 1931853, 993300, 782
 990, 0, 2100836, 3481778, 2219394, 988533, 1931856, 993322, 782
 991, 0, 2100826, 3481765, 2219472, 988523, 1931843, 993400, 782
 992, 0, 2100830, 3481751, 2219486, 988527, 1931829, 993414, 782
 993, 0, 2100860, 3481725, 2219553, 988557, 1931803, 993481, 782
 994, 0, 2100850, 3481749, 2219485, 988547, 1931827, 993413, 782
 995, 0, 2100849, 3481746, 2219466, 988546, 1931824, 993394, 782
 996, 0, 2100896, 3481724, 2219485, 988593, 1931802, 993413, 782
 997, 0, 2100872, 3481733, 2219513, 988569, 1931811, 993441, 782
 998, 0, 2100875, 3481718, 2219503, 988572, 1931796, 993431, 782
 999, 0, 2100867, 3481711, 2219486, 988564, 1931789, 993414, 782
 1000, 0, 2100871, 3481707, 2219473, 988568, 1931785, 993401, 782
 1001, 0, 2100864, 3481745, 2219421, 988561, 1931823, 993349, 782
 1002, 0, 2100816, 3481701, 2219427, 988513, 1931779, 993355, 782
 1003, 0, 2100876, 3481724, 2219413, 988573, 1931802, 993341, 782
 1004, 0, 2100864, 3481806, 2219377, 988561, 1931884, 993305, 782
 1005, 0, 2100832, 3481744, 2219448, 988529, 1931822, 993376, 782
 1006, 0, 2100853, 3481731, 2219430, 988550, 1931809, 993358, 782
 1007, 0, 2100871, 3481699, 2219465, 988568, 1931777, 993393, 782
 1008, 0, 2100814, 3481698, 2219443, 988511, 1931776, 993371, 782
 1009, 0, 2100843, 3481718, 2219456, 988540, 1931796, 993384, 782
 1010, 0, 2100856, 3481680, 2219481, 988553, 1931758, 993409, 782
 1011, 0, 2100892, 3481752, 2219575, 988589, 1931830, 993503, 782
 1012, 0, 2100808, 3481808, 2219559, 988505, 1931886, 993487, 782
 1013, 0, 2100790, 3481827, 2219504, 988487, 1931905, 993432, 782
 1014, 0, 2100800, 3481770, 2219672, 988497, 1931848, 993600, 782
 1015, 0, 2100837, 3481772, 2219863, 988534, 1931850, 993791, 782
 1016, 0, 2100920, 3481628, 2219874, 988617, 1931706, 993802, 782
 1017, 0, 2100941, 3481641, 2219879, 988638, 1931719, 993807, 782
 1018, 0, 2100851, 3481642, 2219899, 988548, 1931720, 993827, 782
 1019, 0, 2100844, 3481686, 2219894, 988541, 1931764, 993822, 782
 1020, 0, 2100846, 3481646, 2219910, 988543, 1931724, 993838, 782
 1021, 0, 2100839, 3481654, 2220036, 988536, 1931732, 993964, 782
 1022, 0, 2101187, 3481622, 2225173, 988884, 1931700, 999101, 783
 1023, 0, 2103546, 3481566, 2239849, 991243, 1931644, 1013777, 787
 1024, 0, 2105380, 3481522, 2245164, 993077, 1931600, 1019092, 789
 1025, 0, 2105693, 3481421, 2245767, 993390, 1931499, 1019695, 789
 1026, 0, 2105619, 3481403, 2245843, 993316, 1931481, 1019771, 789
 1027, 0, 2105669, 3481398, 2245763, 993366, 1931476, 1019691, 789
 1028, 0, 2105717, 3481346, 2245730, 993414, 1931424, 1019658, 789
 1029, 0, 2105710, 3481243, 2245718, 993407, 1931321, 1019646, 789
 1030, 0, 2105771, 3481359, 2245864, 993468, 1931437, 1019792, 789
 1031, 0, 2105771, 3481440, 2246062, 993468, 1931518, 1019990, 789
 1032, 0, 2105829, 3481333, 2246183, 993526, 1931411, 1020111, 789
 1033, 0, 2105772, 3481288, 2246188, 993469, 1931366, 1020116, 789
 1034, 0, 2105736, 3481189, 2246259, 993433, 1931267, 1020187, 789
 1035, 0, 2105722, 3481242, 2246229, 993419, 1931320, 1020157, 789
 1036, 0, 2105773, 3481232, 2246356, 993470, 1931310, 1020284, 789
 1037, 0, 2106119, 3481495, 2249043, 993816, 1931573, 1022971, 790
 1038, 0, 2106907, 3481457, 2253797, 994604, 1931535, 1027725, 791
 1039, 0, 2107230, 3481450, 2254930, 994927, 1931528, 1028858, 791
 1040, 0, 2107061, 3481275, 2255118, 994758, 1931353, 1029046, 791
 1041, 0, 2106961, 3481059, 2255195, 994658, 1931137, 1029123, 791
 1042, 0, 2106915, 3480965, 2255162, 994612, 1931043, 1029090, 791
 1043, 0, 2106944, 3481227, 2255112, 994641, 1931305, 1029040, 791
 1044, 0, 2107001, 3481400, 2255135, 994698, 1931478, 1029063, 791
 1045, 0, 2107778, 3481378, 2255111, 995475, 1931456, 1029039, 792
 1046, 0, 2111212, 3479570, 2255257, 998909, 1929648, 1029185, 792
 1047, 0, 2123921, 3474863, 2261183, 1011618, 1924941, 1035111, 796
 1048, 0, 2150699, 3505907, 2282360, 1038396, 1955985, 1056288, 813
 1049, 0, 2158452, 3491585, 2290733, 1046149, 1941663, 1064661, 815
 1050, 0, 2158695, 3480331, 2289911, 1046392, 1930409, 1063839, 813
 1051, 0, 2158576, 3480367, 2289780, 1046273, 1930445, 1063708, 813
 1052, 0, 2158675, 3481191, 2289575, 1046372, 1931269, 1063503, 813
 1053, 0, 2159252, 3488714, 2289222, 1046949, 1938792, 1063150, 814
 1054, 0, 2167153, 3453808, 2293565, 1054850, 1903886, 1067493, 812
 1055, 0, 2072861, 3139983, 2303384, 960558, 1590061, 1077312, 740
 1056, 0, 1454043, 2315654, 1993637, 341740, 765732, 767565, 381
 1057, 0, 1073399, 1631331, 1366143, -38904, 81409, 140071, 34
 1058, 0, 1124608, 1549242, 1222765, 12305, -680, -3307, 2
 1059, 0, 1125831, 1552252, 1224002, 13528, 2330, -2070, 3
 1060, 0, 1124039, 1552427, 1224144, 11736, 2505, -1928, 3
 1061, 0, 1123514, 1552706, 1224312, 11211, 2784, -1760, 2
 1062, 0, 1123346, 1552673, 1224258, 11043, 2751, -1814, 2
 1063, 0, 1123343, 1552617, 1224195, 11040, 2695, -1877, 2
 1064, 0, 1123415, 1552730, 1224232, 11112, 2808, -1840, 2
 1065, 0, 1123458, 1552753, 1224213, 11155, 2831, -1859, 2
 1066, 0, 1123488, 1552694, 1224248, 11185, 2772, -1824, 2
 1067, 0, 1123517, 1552708, 1224217, 11214, 2786, -1855, 2
 1068, 0, 1123253, 1557252, 1224139, 10950, 7330, -1933, 3
 1069, 0, 1148425, 1601839, 1226905, 36122, 51917, 833, 17
 1070, 0, 1203408, 1630623, 1260544, 91105, 80701, 34472, 44
 1071, 0, 1145512, 1634324, 1266963, 33209, 84402, 40891, 31
 1072, 0, 1307698, 1763836, 1290137, 195395, 213914, 64065, 98
 1073, 0, 1714938, 2167979, 1517570, 602635, 618057, 291498, 318
 1074, 0, 2110204, 2841511, 1991449, 997901, 1291589, 765377, 633
 1075, 0, 2286615, 3334739, 2241380, 1174312, 1784817, 1015308, 812
 1076, 0, 2299916, 3458459, 2321355, 1187613, 1908537, 1095283, 853
 1077, 0, 2299539, 3478034, 2352614, 1187236, 1928112, 1126542, 863
 1078, 0, 2299161, 3478410, 2354509, 1186858, 1928488, 1128437, 864
 1079, 0, 2298969, 3478448, 2354693, 1186666, 1928526, 1128621, 864
 1080, 0, 2298885, 3478329, 2354462, 1186582, 1928407, 1128390, 863
 1081, 0, 2298812, 3478265, 2354265, 1186509, 1928343, 1128193, 863
 1082, 0, 2298716, 3478335, 2354153, 1186413, 1928413, 1128081, 863
 1083, 0, 2298594, 3478378, 2354126, 1186291, 1928456, 1128054, 863
 1084, 0, 2298425, 3478408, 2353977, 1186122, 1928486, 1127905, 863
 1085, 0, 2298320, 3478290, 2353945, 1186017, 1928368, 1127873, 863
 1086, 0, 2298301, 3478213, 2353824, 1185998, 1928291, 1127752, 863
 1087, 0, 2298137, 3478332, 2353772, 1185834, 1928410, 1127700, 863
 1088, 0, 2298050, 3478735, 2353716, 1185747, 1928813, 1127644, 863
 1089, 0, 2298159, 3478564, 2353462, 1185856, 1928642, 1127390, 863
 1090, 0, 2298104, 3478387, 2353173, 1185801, 1928465, 1127101, 863
 1091, 0, 2297951, 3478316, 2353309, 1185648, 1928394, 1127237, 863
 1092, 0, 2297923, 3478344, 2353531, 1185620, 1928422, 1127459, 863
 1093, 0, 2297869, 3478256, 2353398, 1185566, 1928334, 1127326, 863
 1094, 0, 2297819, 3478254, 2353332, 1185516, 1928332, 1127260, 863
 1095, 0, 2297674, 3478186, 2353471, 1185371, 1928264, 1127399, 863
 1096, 0, 2297736, 3478245, 2353522, 1185433, 1928323, 1127450, 863
 1097, 0, 2297879, 3478421, 2353115, 1185576, 1928499, 1127043, 863
 1098, 0, 2297939, 3478445, 2352805, 1185636, 1928523, 1126733, 863
 1099, 0, 2299125, 3478712, 2352719, 1186822, 1928790, 1126647, 863
 1100, 0, 2301927, 3478641, 2354526, 1189624, 1928719, 1128454, 864
 1101, 0, 2303370, 3478118, 2356360, 1191067, 1928196, 1130288, 865
 1102, 0, 2304918, 3468557, 2356851, 1192615, 1918635, 1130779, 864
 1103, 0, 2299128, 3404216, 2357857, 1186825, 1854294, 1131785, 853
 1104, 0, 2166044, 3154751, 2319646, 1053741, 1604829, 1093574, 771
 1105, 0, 1701728, 2062946, 2038897, 589425, 513024, 812825, 417
 1106, 0, 1161130, 1603594, 1567311, 48827, 53672, 341239, 98
 1107, 0, 998715, 1548058, 1255641, -113588, -1864, 29569, -23
 1108, 0, 983696, 1552743, 1219410, -128607, 2821, -6662, -34
 1109, 0, 983108, 1552861, 1221736, -129195, 2939, -4336, -34
 1110, 0, 983544, 1553037, 1222236, -128759, 3115, -3836, -33
 1111, 0, 983696, 1552972, 1222238, -128607, 3050, -3834, -33
 1112, 0, 983909, 1553028, 1222185, -128394, 3106, -3887, -33
