2019-01-23-10-45-19, 40, 1419473, 2294971, 1466407
2019-01-23-10-45-31, 60, 1475084, 2266588, 1534802
2019-01-23-10-45-43, 80, 1440739, 2312303, 1539918
2019-01-23-10-45-52, 100, 1439488, 2237530, 1442873
2019-01-23-10-46-04, 120, 1422431, 2339052, 1472996
2019-01-23-10-46-13, 140, 1499979, 2356486, 1590333
2019-01-23-10-50-04, 160, 737200, 1489866, 848316
2019-01-23-22-35-34, 0, 1334137, 2119947, 1529374
2019-01-23-22-35-34, 0, 1334046, 2120004, 1529201
2019-01-23-22-35-35, 0, 1333930, 2120150, 1529081
2019-01-23-22-35-35, 0, 1333989, 2120247, 1528913
2019-01-23-22-35-36, 0, 1334001, 2120360, 1528891
2019-01-23-22-35-36, 0, 1334094, 2120450, 1528777
2019-01-23-22-35-37, 0, 1333988, 2120493, 1528715
2019-01-23-22-35-37, 0, 1333996, 2120434, 1528592
2019-01-23-22-35-38, 0, 1333882, 2120570, 1528514
2019-01-23-22-35-38, 0, 1334014, 2120597, 1528576
2019-01-23-22-36-07, 20, 1382996, 2467173, 1630129
2019-01-23-22-36-07, 20, 1382986, 2467098, 1630009
2019-01-23-22-36-08, 20, 1382990, 2466921, 1630055
2019-01-23-22-36-08, 20, 1382894, 2466819, 1629957
2019-01-23-22-36-09, 20, 1382928, 2466824, 1629976
2019-01-23-22-36-09, 20, 1382886, 2466758, 1629895
2019-01-23-22-36-10, 20, 1382880, 2466653, 1629978
2019-01-23-22-36-10, 20, 1382858, 2466542, 1629910
2019-01-23-22-36-11, 20, 1382766, 2466515, 1629929
2019-01-23-22-36-11, 20, 1382809, 2466467, 1629964
2019-01-23-22-36-52, 40, 1315076, 2225733, 1548676
2019-01-23-22-36-52, 40, 1315034, 2225661, 1548792
2019-01-23-22-36-53, 40, 1315000, 2225520, 1548748
2019-01-23-22-36-53, 40, 1315176, 2225546, 1548818
2019-01-23-22-36-54, 40, 1315156, 2225382, 1548817
2019-01-23-22-36-54, 40, 1315074, 2225466, 1548917
2019-01-23-22-36-55, 40, 1314944, 2225437, 1548914
2019-01-23-22-36-55, 40, 1315071, 2225350, 1548996
2019-01-23-22-36-56, 40, 1315009, 2225244, 1548899
2019-01-23-22-36-56, 40, 1315104, 2225220, 1549039
2019-01-23-22-37-19, 60, 1315511, 2135453, 1557750
2019-01-23-22-37-19, 60, 1315475, 2135799, 1557685
2019-01-23-22-37-20, 60, 1315482, 2135964, 1557656
2019-01-23-22-37-20, 60, 1315461, 2136208, 1557630
2019-01-23-22-37-21, 60, 1315526, 2136481, 1557601
2019-01-23-22-37-21, 60, 1315367, 2136687, 1557546
2019-01-23-22-37-22, 60, 1315384, 2136846, 1557518
2019-01-23-22-37-22, 60, 1315495, 2136976, 1557571
2019-01-23-22-37-23, 60, 1315307, 2137089, 1557518
2019-01-23-22-37-23, 60, 1315342, 2137198, 1557514
2019-01-23-22-37-40, 80, 1946039, 2948142, 2100967
2019-01-23-22-37-40, 80, 1946341, 2950719, 2099622
2019-01-23-22-37-41, 80, 1946210, 2952028, 2098842
2019-01-23-22-37-41, 80, 1946207, 2952845, 2098253
2019-01-23-22-37-42, 80, 1946058, 2953300, 2097943
2019-01-23-22-37-42, 80, 1946026, 2953749, 2097561
2019-01-23-22-37-43, 80, 1946024, 2954237, 2097285
2019-01-23-22-37-43, 80, 1945983, 2954688, 2097082
2019-01-23-22-37-44, 80, 1946001, 2955228, 2096940
2019-01-23-22-37-44, 80, 1945991, 2955319, 2096801
2019-01-23-22-37-55, 100, 2541174, 3275422, 2569112
2019-01-23-22-37-55, 100, 2541479, 3276541, 2569400
2019-01-23-22-37-56, 100, 2541837, 3277154, 2569751
2019-01-23-22-37-56, 100, 2542037, 3277703, 2570056
2019-01-23-22-37-57, 100, 2542129, 3278093, 2570387
2019-01-23-22-37-57, 100, 2542201, 3278584, 2570632
2019-01-23-22-37-58, 100, 2542374, 3278872, 2570645
2019-01-23-22-37-58, 100, 2542408, 3279243, 2570961
2019-01-23-22-37-59, 100, 2542515, 3279740, 2571245
2019-01-23-22-37-59, 100, 2542697, 3280089, 2571396
2019-01-23-22-38-07, 120, 2912832, 3455456, 3097971
2019-01-23-22-38-08, 120, 2912474, 3456116, 3099930
2019-01-23-22-38-08, 120, 2912188, 3456772, 3101314
2019-01-23-22-38-09, 120, 2912102, 3457302, 3102434
2019-01-23-22-38-09, 120, 2911889, 3458132, 3103531
2019-01-23-22-38-10, 120, 2911835, 3458522, 3104298
2019-01-23-22-38-10, 120, 2911704, 3459078, 3105135
2019-01-23-22-38-11, 120, 2911483, 3459490, 3105551
2019-01-23-22-38-11, 120, 2911518, 3459906, 3106065
2019-01-23-22-38-12, 120, 2911423, 3460382, 3106614
2019-01-23-22-38-25, 140, 3712751, 4780230, 3842181
2019-01-23-22-38-26, 140, 3738614, 4821828, 3880441
2019-01-23-22-38-26, 140, 3744721, 4841762, 3892518
2019-01-23-22-38-27, 140, 3746834, 4841799, 3895606
2019-01-23-22-38-27, 140, 3754621, 4844359, 3899264
2019-01-23-22-38-28, 140, 3764785, 4850707, 3906943
2019-01-23-22-38-28, 140, 3779521, 4875488, 3919385
2019-01-23-22-38-29, 140, 3786677, 4884460, 3928209
2019-01-23-22-38-29, 140, 3789222, 4887665, 3934107
2019-01-23-22-38-30, 140, 3790695, 4889376, 3938610
2019-01-23-22-38-40, 160, 4242225, 5494507, 4553418
2019-01-23-22-38-41, 160, 4240619, 5487978, 4555299
2019-01-23-22-38-41, 160, 4239802, 5482327, 4556392
2019-01-23-22-38-42, 160, 4239693, 5481888, 4563039
2019-01-23-22-38-42, 160, 4240628, 5489120, 4570746
2019-01-23-22-38-43, 160, 4241026, 5508563, 4577739
2019-01-23-22-38-43, 160, 4241907, 5522221, 4587374
2019-01-23-22-38-44, 160, 4242911, 5526286, 4590623
2019-01-23-22-38-44, 160, 4242273, 5523542, 4591932
2019-01-23-22-38-45, 160, 4242259, 5521562, 4592387
2019-01-23-22-39-01, 180, 3949795, 5991003, 3847999
2019-01-23-22-39-02, 180, 3949678, 5990055, 3847918
2019-01-23-22-39-02, 180, 3949207, 5989273, 3847866
2019-01-23-22-39-03, 180, 3949183, 5988209, 3847708
2019-01-23-22-39-03, 180, 3949142, 5987539, 3847724
2019-01-23-22-39-04, 180, 3948900, 5986678, 3847775
2019-01-23-22-39-04, 180, 3948876, 5985886, 3847632
2019-01-23-22-39-05, 180, 3948802, 5985287, 3847547
2019-01-23-22-39-05, 180, 3948773, 5984692, 3847486
2019-01-23-22-39-06, 180, 3948555, 5984193, 3847474
2019-01-23-22-39-16, 200, 4076650, 6072306, 4466141
2019-01-23-22-39-17, 200, 4073988, 6071498, 4468041
2019-01-23-22-39-17, 200, 4073079, 6070524, 4467690
2019-01-23-22-39-18, 200, 4072173, 6069860, 4467392
2019-01-23-22-39-18, 200, 4072795, 6069270, 4467094
2019-01-23-22-39-19, 200, 4072551, 6068477, 4466810
2019-01-23-22-39-19, 200, 4072281, 6067958, 4466627
2019-01-23-22-39-20, 200, 4072476, 6067484, 4466416
2019-01-23-22-39-20, 200, 4072142, 6067007, 4466251
2019-01-23-22-39-21, 200, 4072390, 6066425, 4466088
2019-01-23-22-39-31, 220, 4144652, 6063657, 4891576
2019-01-23-22-39-32, 220, 4143949, 6063317, 4891269
2019-01-23-22-39-32, 220, 4143620, 6063024, 4890856
2019-01-23-22-39-33, 220, 4142838, 6062655, 4890568
2019-01-23-22-39-33, 220, 4143164, 6062364, 4890121
2019-01-23-22-39-34, 220, 4142355, 6062098, 4889977
2019-01-23-22-39-34, 220, 4142373, 6061738, 4889907
2019-01-23-22-39-35, 220, 4142750, 6061621, 4889654
2019-01-23-22-39-35, 220, 4143796, 6061200, 4889341
2019-01-23-22-39-36, 220, 4143963, 6060921, 4889218
2019-01-23-22-39-49, 240, 4122210, 6155772, 5502428
2019-01-23-22-39-50, 240, 4122489, 6156483, 5497928
2019-01-23-22-39-50, 240, 4122840, 6156181, 5493759
2019-01-23-22-39-51, 240, 4123836, 6156132, 5490993
2019-01-23-22-39-51, 240, 4124328, 6155733, 5488650
2019-01-23-22-39-52, 240, 4124695, 6155313, 5486214
2019-01-23-22-39-52, 240, 4124374, 6155031, 5484560
2019-01-23-22-39-53, 240, 4124248, 6154790, 5482669
2019-01-23-22-39-53, 240, 4123772, 6154292, 5481228
2019-01-23-22-39-54, 240, 4123405, 6154111, 5479708
2019-01-23-22-40-16, 260, 4080169, 7395220, 5413292
2019-01-23-22-40-17, 260, 4080105, 7389980, 5412730
2019-01-23-22-40-17, 260, 4079806, 7381498, 5412422
2019-01-23-22-40-18, 260, 4079080, 7373765, 5412118
2019-01-23-22-40-18, 260, 4078802, 7366608, 5411935
2019-01-23-22-40-19, 260, 4077291, 7359265, 5411702
2019-01-23-22-40-19, 260, 4075755, 7353509, 5411421
2019-01-23-22-40-20, 260, 4075512, 7348125, 5411294
2019-01-23-22-40-20, 260, 4074916, 7342251, 5411167
2019-01-23-22-40-21, 260, 4074254, 7337951, 5410883
2019-01-23-22-42-16, 280, 1367172, 2361375, 1567383
2019-01-23-22-42-17, 280, 1367031, 2361131, 1567663
2019-01-23-22-42-17, 280, 1367085, 2360882, 1567944
2019-01-23-22-42-18, 280, 1367105, 2360819, 1568281
2019-01-23-22-42-18, 280, 1367133, 2360629, 1568505
2019-01-23-22-42-19, 280, 1367090, 2360484, 1568667
2019-01-23-22-42-20, 280, 1367067, 2360504, 1568893
2019-01-23-22-42-20, 280, 1367106, 2360416, 1569159
2019-01-23-22-42-21, 280, 1367071, 2360286, 1569299
2019-01-23-22-42-21, 280, 1367156, 2360106, 1569447
 0, 1370712, 2278462, 1543899
 0, 1370965, 2277836, 1544308
 0, 1371359, 2277381, 1544406
 0, 1371552, 2277101, 1544589
 0, 1371766, 2276722, 1544765
 0, 1371894, 2276453, 1544805
 0, 1372113, 2276183, 1544942
 0, 1372183, 2276071, 1545035
 0, 1372270, 2275751, 1545193
 0, 1372385, 2275654, 1545264
 20, 2208654, 2633119, 1996971
 20, 2208672, 2632118, 1996174
 20, 2208565, 2631579, 1995653
 20, 2208271, 2631064, 1995197
 20, 2208007, 2630552, 1994822
 20, 2207743, 2630172, 1994464
 20, 2207589, 2629758, 1994296
 20, 2207489, 2629512, 1994017
 20, 2207261, 2629072, 1993755
 20, 2207091, 2628767, 1993552
 40, 2548280, 3434399, 2306519
 40, 2547848, 3433886, 2306132
 40, 2547671, 3433373, 2305650
 40, 2547440, 3433039, 2305424
 40, 2547110, 3432863, 2305204
 40, 2546958, 3432504, 2304979
 40, 2546753, 3432269, 2304876
 40, 2546546, 3431928, 2304690
 40, 2546411, 3430693, 2322981
 40, 2546956, 3431040, 2326232
 60, 2890566, 3772985, 3189365
 60, 2890316, 3772944, 3189551
 60, 2889915, 3772252, 3190026
 60, 2889733, 3772164, 3190704
 60, 2889503, 3771736, 3191142
 60, 2889263, 3771723, 3191620
 60, 2889405, 3771363, 3192314
 60, 2889245, 3771192, 3192876
 60, 2888948, 3770919, 3193192
 60, 2888831, 3770879, 3193599
 80, 3663720, 4493603, 3400339
 80, 3663568, 4494658, 3401326
 80, 3663267, 4495297, 3402053
 80, 3662974, 4495922, 3402727
 80, 3663163, 4497086, 3403311
 80, 3663233, 4498178, 3404043
 80, 3663183, 4499157, 3404641
 80, 3663059, 4499351, 3404963
 80, 3662873, 4499655, 3405355
 80, 3662638, 4499881, 3405645
 100, 3859027, 5176079, 4368411
 100, 3858190, 5176501, 4373005
 100, 3857789, 5176738, 4377315
 100, 3857450, 5176953, 4380362
 100, 3857040, 5177248, 4382904
 100, 3856629, 5177380, 4385447
 100, 3856274, 5177521, 4387244
 100, 3855801, 5177746, 4389026
 100, 3855615, 5177812, 4390329
 100, 3855452, 5177975, 4391501
 120, 4278949, 5275513, 5066994
 120, 4278265, 5275039, 5071770
 120, 4277523, 5274418, 5074973
 120, 4276967, 5274058, 5078350
 120, 4276402, 5273711, 5080806
 120, 4275808, 5273395, 5082888
 120, 4275261, 5272954, 5085095
 120, 4274831, 5272596, 5086824
 120, 4274469, 5272294, 5088796
 120, 4274109, 5272093, 5090709
 140, 4034260, 5663178, 5183252
 140, 4064120, 5663114, 5182945
 140, 3987269, 5663454, 5182752
 140, 3925815, 5663536, 5182431
 140, 3958508, 5663587, 5182228
 140, 3962066, 5663744, 5182007
 140, 3984944, 5663994, 5181802
 140, 3983046, 5663938, 5181610
 140, 4022665, 5664165, 5181416
 140, 4035918, 5664288, 5181225
 160, 4189179, 6801355, 5289017
 160, 4189126, 6802541, 5288292
 160, 4188949, 6803423, 5287539
 160, 4188796, 6803905, 5286851
 160, 4188759, 6804342, 5286288
 160, 4188724, 6804827, 5285737
 160, 4188515, 6805060, 5285285
 160, 4188557, 6805335, 5284700
 160, 4188305, 6805543, 5284305
 160, 4188592, 6805631, 5284076
 180, 4097570, 7253287, 5390800
 180, 4097896, 7250379, 5389852
 180, 4100154, 7247743, 5388880
 180, 4100798, 7245445, 5388104
 180, 4100948, 7243007, 5387303
 180, 4104899, 7241145, 5386617
 180, 4105383, 7239430, 5386066
 180, 4105771, 7237572, 5385386
 180, 4105140, 7236120, 5384829
 180, 4105017, 7234754, 5384352
 200, 1364834, 2186633, 1582304
 200, 1365009, 2187246, 1582052
 200, 1365029, 2187560, 1581888
 200, 1365089, 2187833, 1581744
 200, 1365224, 2187979, 1581707
 200, 1365228, 2188211, 1581540
 200, 1365201, 2188356, 1581416
 200, 1365219, 2188498, 1581603
 200, 1365266, 2188593, 1581425
 200, 1365316, 2188720, 1581465
 0, 1313498, 2299886, 1679605
 0, 1313465, 2299490, 1679728
 0, 1313321, 2299227, 1679869
 0, 1313196, 2298873, 1679990
 0, 1313170, 2298722, 1680080
 0, 1313024, 2298564, 1680153
 0, 1312689, 2298314, 1680305
 0, 1312583, 2298208, 1680342
 0, 1312400, 2298089, 1680420
 0, 1312414, 2297925, 1680532
 20, 1531384, 2311637, 1691905
 20, 1531119, 2311509, 1691956
 20, 1530949, 2311462, 1692052
 20, 1530779, 2311432, 1692195
 20, 1530756, 2311295, 1692270
 20, 1530411, 2311294, 1692352
 20, 1530421, 2311210, 1692333
 20, 1530287, 2311115, 1692346
 20, 1529988, 2311091, 1692472
 20, 1529819, 2310987, 1692459
 40, 1567871, 2310369, 1694071
 40, 1567931, 2310531, 1694151
 40, 1567816, 2310343, 1694265
 40, 1567936, 2310353, 1694293
 40, 1568176, 2310210, 1694432
 40, 1568558, 2310138, 1694388
 40, 1566943, 2310898, 1694360
 40, 1566673, 2310794, 1694444
 40, 1566810, 2310716, 1694480
 40, 1566893, 2310751, 1694392
 60, 1564024, 2322455, 1865162
 60, 1564047, 2322430, 1864636
 60, 1564063, 2322528, 1864441
 60, 1563867, 2322410, 1864072
 60, 1564020, 2322421, 1863848
 60, 1564074, 2322348, 1863645
 60, 1563996, 2322321, 1863552
 60, 1564007, 2322355, 1863438
 60, 1564025, 2322269, 1863176
 60, 1564027, 2322338, 1863069
 80, 1561902, 2372566, 1775093
 80, 1561919, 2372766, 1775096
 80, 1561972, 2372831, 1775083
 80, 1561908, 2373124, 1774936
 80, 1561850, 2373195, 1774941
 80, 1561946, 2373287, 1774885
 80, 1561945, 2373463, 1774879
 80, 1561887, 2373550, 1774910
 80, 1561861, 2373672, 1774896
 80, 1561908, 2373774, 1774843
 100, 1562417, 2400896, 1770496
 100, 1562985, 2405853, 1749245
 100, 1563300, 2406827, 1747471
 100, 1563294, 2406642, 1747456
 100, 1563302, 2406571, 1747497
 100, 1563296, 2406354, 1747404
 100, 1563366, 2406280, 1747532
 100, 1563352, 2406106, 1747459
 100, 1563424, 2406093, 1747377
 100, 1563237, 2405950, 1747349
 120, 1574169, 2392652, 1785944
 120, 1574206, 2392638, 1786007
 120, 1574156, 2392492, 1785921
 120, 1574213, 2392415, 1785922
 120, 1574187, 2392448, 1785818
 120, 1574210, 2392272, 1785823
 120, 1574196, 2392231, 1785869
 120, 1574139, 2392086, 1785870
 120, 1574251, 2392051, 1785881
 120, 1574260, 2391983, 1785887
 140, 1580510, 2388937, 1768614
 140, 1580631, 2388979, 1768745
 140, 1580620, 2388939, 1768573
 140, 1580565, 2388979, 1768671
 140, 1580601, 2388882, 1768580
 140, 1580453, 2388706, 1768590
 140, 1580544, 2388963, 1768654
 140, 1580434, 2388939, 1768620
 140, 1580425, 2388849, 1768657
 140, 1580494, 2388929, 1768614
 160, 1580806, 2447552, 1743733
 160, 1578843, 2456967, 1749834
 160, 1578825, 2456802, 1749839
 160, 1578780, 2456624, 1749792
 160, 1578836, 2456453, 1749774
 160, 1578926, 2456289, 1749835
 160, 1578870, 2456207, 1749720
 160, 1578851, 2456096, 1749860
 160, 1578861, 2455954, 1749772
 160, 1578836, 2455945, 1749772
 180, 1578817, 2485239, 1746533
 180, 1578824, 2485032, 1746627
 180, 1578749, 2484682, 1746546
 180, 1578780, 2484512, 1746643
 180, 1578777, 2484214, 1746609
 180, 1578700, 2487972, 1741950
 180, 1579592, 2492267, 1729133
 180, 1579477, 2492027, 1729169
 180, 1579551, 2491791, 1729094
 180, 1579589, 2491739, 1729129
 200, 1591915, 2481886, 1780534
 200, 1591980, 2481852, 1780501
 200, 1591832, 2481885, 1780485
 200, 1591888, 2481820, 1780540
 200, 1591815, 2481840, 1780497
 200, 1591855, 2481817, 1780476
 200, 1591746, 2481743, 1780481
 200, 1591788, 2481778, 1780500
 200, 1591764, 2481854, 1780528
 200, 1591819, 2481645, 1780438
 220, 1590060, 2480992, 1772422
 220, 1590136, 2481061, 1772536
 220, 1590043, 2481120, 1772665
 220, 1590274, 2480992, 1772603
 220, 1590206, 2481074, 1772607
 220, 1590219, 2480962, 1772621
 220, 1590201, 2480907, 1772546
 220, 1590119, 2480925, 1772514
 220, 1590191, 2480932, 1772653
 220, 1590174, 2480960, 1772536
 240, 1591395, 2478547, 1784145
 240, 1591324, 2478484, 1784157
 240, 1591354, 2478433, 1784164
 240, 1591295, 2478487, 1784116
 240, 1591452, 2478476, 1784115
 240, 1591469, 2478421, 1784184
 240, 1591340, 2478481, 1784101
 240, 1591401, 2478325, 1784220
 240, 1591449, 2478434, 1784109
 240, 1591467, 2478345, 1784110
