 w1,w2,w3
 2823047, 1658877, 2117825
 2822613, 1658528, 2117898
 2822417, 1658671, 2117832
 2822352, 1658528, 2118052
 2821967, 1658571, 2117853
 2822747, 1659648, 2118048
 2821575, 1658624, 2117886
 2823065, 1658461, 2117829
 2822566, 1659020, 2117928
 2822776, 1658910, 2118001
 2822126, 1658387, 2117855
 2822743, 1658617, 2117943
 2822883, 1658983, 2117762
 2822875, 1658661, 2118145
 2822457, 1659181, 2117935
 2821798, 1658589, 2117959
 2822303, 1659028, 2117911
 2821843, 1659009, 2117999
 2823280, 1658709, 2117718
 2822083, 1659132, 2117908
 2822328, 1658456, 2118021
 2822655, 1659036, 2117763
 2821560, 1658851, 2117880
 2821727, 1658793, 2117868
 2822216, 1658725, 2117669
 2822994, 1658406, 2117598
 2822650, 1658777, 2117727
 2822890, 1658881, 2117504
 2822808, 1658247, 2117743
 2822797, 1659119, 2118016
 2822115, 1658350, 2118030
 2822272, 1658817, 2117902
 2822248, 1658328, 2118075
 2822387, 1658624, 2117639
 2821981, 1658364, 2117580
 2822621, 1658496, 2118017
 2822295, 1659428, 2117878
 2822886, 1658843, 2117677
 2822352, 1658133, 2117827
 2822461, 1658826, 2117855
 2822166, 1658249, 2117918
 2822410, 1658739, 2117679
 2822538, 1659355, 2117834
 2822726, 1658666, 2117938
 2821743, 1658965, 2117419
 2822596, 1659141, 2118028
 2822184, 1658601, 2117785
 2822908, 1658764, 2117788
 2822483, 1658844, 2117682
 2823339, 1658972, 2117735
 2822292, 1659057, 2117704
 2822400, 1658792, 2117835
 2822878, 1658533, 2117614
 2821783, 1658400, 2117826
 2822617, 1658905, 2117854
 2822453, 1658054, 2117742
 2822319, 1659140, 2117740
 2822591, 1659390, 2117654
 2822793, 1658736, 2118009
 2822621, 1658598, 2118017
 2822816, 1658128, 2117945
 2822530, 1658277, 2117681
 2822567, 1658584, 2117962
 2822460, 1658848, 2118008
 2822947, 1658642, 2117668
 2822762, 1658145, 2117886
 2822203, 1658311, 2117928
 2822268, 1658357, 2117883
 2822120, 1659229, 2117716
 2823102, 1658060, 2117809
 2822517, 1658036, 2117651
 2822737, 1658357, 2117837
 2822265, 1658435, 2118023
 2823009, 1658099, 2117831
 2822425, 1658514, 2117903
 2822213, 1658155, 2117757
 2821966, 1658749, 2117687
 2822354, 1658123, 2117896
 2822523, 1658808, 2117918
 2822793, 1658664, 2117815
 2822386, 1658610, 2117946
 2821926, 1658287, 2117864
 2822631, 1657728, 2117938
 2822875, 1658929, 2117823
 2822469, 1658558, 2117777
 2822463, 1658408, 2117778
 2822543, 1658120, 2117862
 2822005, 1658708, 2117485
 2822643, 1658956, 2117496
 2822614, 1657430, 2117951
 2822356, 1658755, 2117754
 2822639, 1658613, 2117585
 2822530, 1658265, 2117878
 2822124, 1658490, 2117898
 2822270, 1658665, 2117838
 2822542, 1658758, 2117680
 2822338, 1659127, 2117602
 2822581, 1658499, 2117694
 2822910, 1658596, 2117844
 2822375, 1658658, 2117900
 2822524, 1658697, 2117836
 2822223, 1658648, 2118015
 2822510, 1658427, 2117910
 2823065, 1659101, 2118057
 2822269, 1658811, 2117914
 2822279, 1658105, 2118097
 2822468, 1657967, 2117632
 2822190, 1658887, 2117595
 2822844, 1658347, 2117873
 2823080, 1658400, 2118128
 2822299, 1658985, 2117907
 2822245, 1659012, 2117779
 2822206, 1659324, 2118105
 2821926, 1658680, 2117993
 2822903, 1658797, 2117889
 2821990, 1657676, 2117943
 2822926, 1659174, 2117877
 2822600, 1658709, 2117759
 2822546, 1658691, 2117945
 2822672, 1659057, 2117775
 2823211, 1658649, 2117645
 2822126, 1659002, 2117779
 2822418, 1658571, 2117665
 2822597, 1658613, 2117896
 2822776, 1657940, 2117831
 2823200, 1658640, 2117586
 2821982, 1658804, 2117675
 2822518, 1658421, 2117958
 2822411, 1659437, 2118059
 2822674, 1658815, 2117615
 2822407, 1658778, 2117771
 2822807, 1658521, 2117754
 2822804, 1659388, 2117758
 2822348, 1659072, 2117810
 2822584, 1658870, 2117936
 2822304, 1658319, 2117884
 2822643, 1658960, 2117925
 2821962, 1659058, 2117469
 2822509, 1659239, 2117766
 2821990, 1658867, 2117737
 2822465, 1658871, 2117956
 2822308, 1658901, 2117840
 2822645, 1658769, 2117844
 2822073, 1658996, 2117722
 2823015, 1658387, 2117712
 2822522, 1658329, 2117971
 2822312, 1658453, 2117918
 2822044, 1658890, 2117917
 2822242, 1658895, 2117669
 2822599, 1658800, 2118002
 2822466, 1659251, 2117856
 2823130, 1658875, 2117667
 2822777, 1658941, 2117751
 2822204, 1659499, 2117939
 2822631, 1658140, 2117958
 2822527, 1658267, 2117731
 2821958, 1658395, 2117680
 2822477, 1658921, 2117724
 2821791, 1658123, 2117776
 2821998, 1658895, 2117875
 2822502, 1658439, 2117829
 2822249, 1658607, 2117842
 2822415, 1659112, 2117811
 2822076, 1658986, 2117873
 2822254, 1658886, 2117833
 2823003, 1659300, 2117612
 2822048, 1658207, 2117942
 2822394, 1658847, 2117643
 2822825, 1658255, 2117827
 2822489, 1658530, 2117844
 2822270, 1658761, 2117732
 2821933, 1658644, 2117809
 2823330, 1658626, 2117892
 2822841, 1659221, 2117926
 2823205, 1658807, 2117895
 2822765, 1658751, 2117788
 2822553, 1658562, 2117616
 2822333, 1658607, 2117817
 2822777, 1658978, 2117945
 2822940, 1659368, 2117820
 2822256, 1658411, 2117793
 2822426, 1658321, 2117695
 2822364, 1658510, 2117819
 2822404, 1658683, 2117664
 2822541, 1658765, 2117959
 2822420, 1658713, 2117754
 2822589, 1659152, 2117594
 2822730, 1657003, 2117726
 2822024, 1658586, 2117726
 2822771, 1659039, 2117884
 2821923, 1658163, 2117555
 2821867, 1658719, 2117793
 2822883, 1658562, 2117789
 2822133, 1658453, 2117800
 2822623, 1658335, 2117697
 2822522, 1658191, 2117842
 2822461, 1659511, 2117894
 2822945, 1658473, 2117963
 2822016, 1658337, 2117710
 2822657, 1658768, 2117666
 2822770, 1658170, 2117723
 2822170, 1659224, 2117953
 2822325, 1659196, 2117810
 2822491, 1658519, 2117733
 2822177, 1658140, 2117753
 2823306, 1657478, 2117812
 2822478, 1658660, 2117500
 2822853, 1658127, 2117777
 2821954, 1658547, 2117776
 2823008, 1658810, 2117639
 2822830, 1658288, 2117922
 2822576, 1658542, 2117694
 2822027, 1658538, 2117897
 2822100, 1657855, 2117605
 2822407, 1658725, 2117803
 2822480, 1658821, 2117687
 2822878, 1658839, 2117839
 2822562, 1658816, 2117901
 2822899, 1659086, 2117671
 2822517, 1658570, 2117809
 2822299, 1658232, 2117775
 2822856, 1658347, 2117942
 2822243, 1658233, 2118086
 2823541, 1659006, 2117862
 2822622, 1658810, 2117762
 2822388, 1658758, 2117577
 2822388, 1658683, 2117657
 2822612, 1658954, 2117768
 2822280, 1658042, 2117911
 2822683, 1658800, 2117606
 2822995, 1658553, 2117516
 2822608, 1658764, 2117789
 2822784, 1659117, 2117903
 2822250, 1658593, 2117929
 2822603, 1658515, 2117933
 2822191, 1659108, 2118026
 2822802, 1657926, 2117692
 2822650, 1658865, 2117615
 2822511, 1657912, 2117921
 2822806, 1659011, 2117860
 2822394, 1658448, 2117737
 2822714, 1658808, 2117967
 2822720, 1658600, 2117799
 2822418, 1658579, 2117566
 2822580, 1658352, 2117562
 2822241, 1658714, 2118086
 2822654, 1659187, 2117802
 2822761, 1658971, 2117770
 2822406, 1659355, 2117576
 2821974, 1659173, 2117649
 2822387, 1658606, 2117891
 2822238, 1658886, 2117635
 2822026, 1658351, 2117854
 2822228, 1658513, 2117825
 2822139, 1658889, 2117716
 2822742, 1658801, 2117726
 2822255, 1658076, 2117623
 2822378, 1658218, 2117701
 2821981, 1658492, 2117654
 2822424, 1658254, 2117866
 2822479, 1658655, 2117921
 2822794, 1658802, 2118087
 2823018, 1658304, 2117749
 2822658, 1658341, 2117741
 2823267, 1658653, 2117824
 2822664, 1658424, 2117613
 2822975, 1658137, 2117840
 2822712, 1658551, 2117880
 2822624, 1658983, 2117797
 2822957, 1658854, 2117917
 2822364, 1658370, 2117785
 2822176, 1657987, 2117934
 2822524, 1658878, 2117720
 2822533, 1658758, 2118086
 2822694, 1658723, 2117917
 2822988, 1658336, 2117692
 2822982, 1658722, 2117656
 2822206, 1659541, 2117622
 2822426, 1658436, 2117758
 2823038, 1657862, 2117749
 2822342, 1658500, 2117650
 2822405, 1659735, 2117914
 2821971, 1658553, 2117797
 2822483, 1658756, 2117830
 2822974, 1658648, 2117756
 2822263, 1659661, 2117824
 2822738, 1659016, 2117744
 2822341, 1658194, 2117776
 2822426, 1659181, 2117799
 2823096, 1658584, 2117562
 2822821, 1658410, 2117535
 2822591, 1658916, 2117653
 2822603, 1659039, 2117791
 2822786, 1658756, 2117804
 2822884, 1658923, 2117767
 2822355, 1659029, 2117580
 2822061, 1658966, 2117845
 2822529, 1658682, 2117766
 2822169, 1658147, 2117679
 2822755, 1658786, 2117633
 2822575, 1658576, 2117892
 2822563, 1658716, 2117855
 2822397, 1658491, 2117600
 2822244, 1658464, 2117912
 2823143, 1658934, 2117809
 2822643, 1658155, 2117629
 2822838, 1658564, 2117886
 2822397, 1658676, 2117969
 2822305, 1658711, 2117885
 2823105, 1658630, 2117851
 2822379, 1658238, 2117801
 2822756, 1658966, 2117929
 2823150, 1658783, 2117700
 2822790, 1658649, 2117846
 2821971, 1658367, 2117932
 2822949, 1658594, 2117680
 2822681, 1659228, 2117943
 2822359, 1658932, 2117494
 2822663, 1658641, 2117442
 2822756, 1658670, 2117826
 2822136, 1658599, 2117771
 2822815, 1659107, 2117635
 2822847, 1659062, 2117677
 2822332, 1658751, 2117560
 2821595, 1658772, 2117584
 2822744, 1658404, 2117704
 2822064, 1659107, 2117786
 2822417, 1658854, 2117781
 2822145, 1658573, 2117880
 2822119, 1658861, 2117763
 2822393, 1658698, 2117655
 2821847, 1659305, 2117758
 2822417, 1658784, 2117872
 2822332, 1659107, 2117745
 2822969, 1658409, 2117742
 2822525, 1658588, 2117715
 2822780, 1658769, 2117579
 2822875, 1659024, 2117965
 2822871, 1658244, 2117744
 2822483, 1658523, 2117516
 2822233, 1658670, 2117959
 2822810, 1659095, 2117911
 2822780, 1659325, 2117576
 2822971, 1658829, 2117764
 2821996, 1658732, 2117960
 2823210, 1658101, 2117708
 2822940, 1659074, 2117717
 2822295, 1659143, 2117700
 2822461, 1658989, 2117840
 2822242, 1658953, 2118078
 2822352, 1658614, 2117819
 2822289, 1659137, 2117830
 2821944, 1658371, 2117878
 2822546, 1658373, 2117781
 2822792, 1658475, 2117762
 2822465, 1657452, 2117492
 2822310, 1658204, 2117725
 2822314, 1658920, 2117463
 2822690, 1658700, 2117833
 2822905, 1658921, 2117635
 2823226, 1658563, 2117782
 2822715, 1658445, 2117823
 2822335, 1659361, 2117722
 2822727, 1659058, 2118067
 2822569, 1658646, 2117848
 2822901, 1658870, 2117705
 2823157, 1658977, 2117734
 2822589, 1658338, 2118005
 2822721, 1658541, 2118065
 2822991, 1658691, 2117679
 2822481, 1658738, 2121727
 2822734, 1659015, 2117860
 2821947, 1658367, 2117850
 2822234, 1659019, 2117791
 2822533, 1659162, 2117596
 2821954, 1658755, 2117981
 2822614, 1658580, 2117867
 2822903, 1658624, 2117943
 2822530, 1658846, 2117599
 2822467, 1658268, 2117821
 2822437, 1658297, 2117859
 2823044, 1658948, 2117873
 2822810, 1658882, 2117565
 2823052, 1658506, 2118058
 2822514, 1658750, 2117850
 2822768, 1659042, 2117872
 2822508, 1658874, 2117947
 2822956, 1658420, 2117930
 2822986, 1658960, 2118151
 2822646, 1658858, 2117718
 2823065, 1658579, 2117972
 2822644, 1659874, 2117686
 2822414, 1658592, 2117734
 2823083, 1658410, 2117688
 2822472, 1658838, 2117855
 2822271, 1659236, 2117624
 2822609, 1658398, 2117765
 2822774, 1658789, 2117596
 2822685, 1658987, 2117525
 2822868, 1659107, 2117608
 2822917, 1658544, 2117713
 2822471, 1658686, 2117915
 2822541, 1658147, 2117718
 2822239, 1658462, 2117673
 2822250, 1658459, 2117615
 2822514, 1658479, 2117450
 2822514, 1658964, 2117637
 2822933, 1659140, 2117893
 2822639, 1658947, 2117445
 2823144, 1658704, 2118013
 2822544, 1659353, 2117761
 2823262, 1658725, 2117823
 2823287, 1658751, 2117739
 2822693, 1658540, 2117779
 2822152, 1658682, 2117760
 2823287, 1659331, 2117787
 2822317, 1658897, 2117618
 2822509, 1658539, 2117892
 2822460, 1659147, 2117738
 2822441, 1658353, 2117907
 2822232, 1658339, 2117727
 2822802, 1659240, 2117736
 2822925, 1657863, 2117927
 2822614, 1659272, 2117634
 2822490, 1658312, 2117683
 2822632, 1659230, 2117891
 2823043, 1659137, 2117636
 2823054, 1659035, 2117548
 2822556, 1658862, 2117687
 2822304, 1659199, 2117558
 2822249, 1658994, 2117753
 2822424, 1659093, 2117635
 2822657, 1658742, 2117765
 2822906, 1658612, 2117925
 2823030, 1658980, 2117724
 2822729, 1658164, 2117746
 2822973, 1658415, 2117845
 2823107, 1658763, 2117692
 2822703, 1659429, 2117746
 2822785, 1658918, 2117762
 2822305, 1658528, 2117700
 2822236, 1659534, 2118022
 2822235, 1658506, 2117782
 2822515, 1658448, 2117817
 2822669, 1659228, 2117479
 2822558, 1658837, 2117809
 2822567, 1659333, 2117825
 2822557, 1658785, 2117453
 2822271, 1659114, 2117976
 2822326, 1659296, 2117910
 2822605, 1659635, 2117900
 2822904, 1658722, 2117921
 2822372, 1658384, 2117629
 2822847, 1658222, 2117814
 2822802, 1658845, 2117657
 2822824, 1659334, 2117749
 2822816, 1659242, 2117746
 2822265, 1659104, 2117694
 2822761, 1658551, 2117834
 2822392, 1659250, 2117982
 2823201, 1658562, 2117706
 2822922, 1659049, 2117657
 2822936, 1659230, 2117776
 2822697, 1659075, 2117843
 2822395, 1658966, 2117689
 2822718, 1659177, 2117999
 2823126, 1658797, 2117815
 2823046, 1658995, 2117833
 2822509, 1658456, 2117490
 2823254, 1658661, 2117784
 2822778, 1658744, 2117770
 2822633, 1658334, 2117611
 2822505, 1658876, 2117687
 2822205, 1658694, 2117747
 2822752, 1659633, 2117481
 2822427, 1658347, 2117503
 2822588, 1659688, 2117564
 2822708, 1658864, 2117492
 2823503, 1658345, 2117855
 2822247, 1658799, 2118054
 2822268, 1658972, 2117943
 2822586, 1658866, 2117692
 2822311, 1659284, 2117786
 2822116, 1659102, 2117640
 2822765, 1659260, 2117539
 2822774, 1658390, 2117602
 2822358, 1658930, 2117847
 2823408, 1659064, 2117556
 2822446, 1658852, 2117513
 2822493, 1659303, 2117813
 2822635, 1659151, 2117763
 2822776, 1658457, 2117809
 2823103, 1659110, 2117763
 2822324, 1659051, 2117476
 2822954, 1658473, 2117805
 2822657, 1659612, 2117678
 2822720, 1658103, 2117787
 2823003, 1658650, 2117878
 2822183, 1658318, 2117850
 2822887, 1659178, 2117809
 2823312, 1658457, 2117758
 2822411, 1658369, 2117777
 2823144, 1658616, 2117849
 2823437, 1658826, 2117806
 2822426, 1658752, 2117595
 2822569, 1658640, 2118066
 2822563, 1659222, 2117734
 2822622, 1658657, 2117660
 2822312, 1659312, 2117969
 2822747, 1658913, 2117701
 2822887, 1658382, 2117743
 2822084, 1659127, 2117727
 2822539, 1659048, 2117726
 2822922, 1658922, 2117882
 2822753, 1659202, 2117638
 2822359, 1658763, 2117784
 2822527, 1658528, 2117626
 2823063, 1658734, 2117695
 2822417, 1659059, 2117753
 2822817, 1659098, 2117682
 2822372, 1658552, 2117693
 2822627, 1658202, 2118014
 2822485, 1658183, 2117821
 2823103, 1658428, 2118006
 2822517, 1658419, 2117908
 2822477, 1658489, 2118052
 2822960, 1658777, 2117998
 2822898, 1659108, 2117964
 2822697, 1659093, 2117882
 2822603, 1659248, 2117953
 2822845, 1659204, 2117968
 2822538, 1658972, 2117795
 2823206, 1658000, 2118006
 2822831, 1658580, 2117947
 2822557, 1659163, 2117771
 2822038, 1658436, 2117937
 2822730, 1658121, 2118046
 2823266, 1657961, 2117998
 2822708, 1658985, 2117770
 2822647, 1658662, 2117913
 2822874, 1658530, 2118121
 2822269, 1659020, 2117863
 2822920, 1659407, 2117709
 2822876, 1659170, 2117757
 2823364, 1658473, 2117948
 2822913, 1658910, 2117750
 2822639, 1659277, 2117734
 2823192, 1658568, 2117604
 2822982, 1659217, 2117750
 2822915, 1659111, 2117971
 2822291, 1658849, 2117721
 2822814, 1659235, 2117854
 2822717, 1658629, 2118115
 2822299, 1658907, 2117789
 2822880, 1658454, 2117721
 2823240, 1659097, 2117643
 2822502, 1657966, 2117636
 2822941, 1658997, 2118063
 2822511, 1658489, 2117857
 2823001, 1659087, 2117888
 2822442, 1658362, 2117772
 2822697, 1658649, 2117701
 2822674, 1658822, 2117877
 2822156, 1658829, 2117907
 2822643, 1659289, 2117915
 2822688, 1659170, 2117659
 2822398, 1658365, 2117837
 2823273, 1658883, 2117983
 2822336, 1658930, 2117902
 2822851, 1659348, 2117920
 2822398, 1659422, 2117958
 2822449, 1658442, 2118033
 2822380, 1658285, 2117671
 2822922, 1659079, 2117806
 2822791, 1658490, 2117763
 2822572, 1658802, 2117706
 2822444, 1658053, 2117940
 2822254, 1659036, 2117819
 2822609, 1658408, 2118122
 2822534, 1659055, 2117907
 2822573, 1658924, 2117628
 2822591, 1658450, 2117789
 2823142, 1659062, 2118002
 2822926, 1658585, 2117813
 2823110, 1658980, 2117946
 2822409, 1658732, 2117614
 2823126, 1659130, 2117929
 2822471, 1658840, 2117785
 2822803, 1658636, 2117850
 2822443, 1658908, 2118001
 2823019, 1658268, 2117805
 2822619, 1659419, 2118029
 2822774, 1658526, 2117897
 2822983, 1658562, 2117779
 2822410, 1659274, 2117489
 2822762, 1658645, 2118134
 2822164, 1659000, 2117793
 2823453, 1659055, 2118212
 2822154, 1658288, 2117792
 2822694, 1659943, 2117711
 2822723, 1659674, 2117900
 2822569, 1659271, 2118068
 2822390, 1659567, 2118129
 2822301, 1658952, 2117687
 2822859, 1659302, 2117895
 2822923, 1658799, 2117842
 2822528, 1658774, 2117951
 2822724, 1658211, 2117904
 2822047, 1659030, 2118039
 2823248, 1658791, 2117898
 2822128, 1658814, 2118021
 2822227, 1658699, 2117977
 2822701, 1658075, 2117856
 2822950, 1658602, 2117916
 2822842, 1658493, 2118010
 2823299, 1658123, 2117865
 2822790, 1658319, 2117834
 2823041, 1658430, 2117914
 2822507, 1659435, 2118041
 2822744, 1658935, 2117867
 2822393, 1659028, 2117699
 2823714, 1659374, 2118013
 2822990, 1658540, 2117682
 2822377, 1658476, 2117849
 2822164, 1659131, 2117868
 2822457, 1659220, 2117910
 2823108, 1658622, 2117851
 2822663, 1658987, 2117852
 2822886, 1658854, 2117912
 2822410, 1658814, 2117905
 2822667, 1658846, 2118010
 2822450, 1658876, 2118043
 2822929, 1658904, 2118042
 2822092, 1658792, 2117663
 2822759, 1659491, 2117877
 2822706, 1659104, 2117747
 2823202, 1658209, 2117837
 2821986, 1659402, 2117763
 2822844, 1658928, 2117599
 2822341, 1658901, 2117942
 2822906, 1658756, 2117853
 2822926, 1658051, 2117911
 2822428, 1658780, 2117782
 2822320, 1659260, 2117929
 2822792, 1659034, 2117925
 2822030, 1658845, 2118022
 2823303, 1658866, 2117734
 2823202, 1658462, 2117856
 2822914, 1658810, 2117986
 2822953, 1658352, 2117804
 2822754, 1658717, 2117911
 2822727, 1658537, 2118060
 2822732, 1659207, 2117732
 2822804, 1659120, 2118083
 2822384, 1659297, 2118094
 2822642, 1659109, 2117819
 2822505, 1658660, 2117789
 2822993, 1658783, 2117835
 2823256, 1659159, 2118000
 2823045, 1658455, 2117790
 2822776, 1658970, 2117786
 2822539, 1658623, 2117885
 2823054, 1658239, 2117853
 2822505, 1658805, 2117669
 2823226, 1658962, 2117427
 2822502, 1658819, 2117585
 2823172, 1658961, 2117829
 2822137, 1659483, 2117627
 2822820, 1659482, 2117729
 2823336, 1658936, 2117825
 2822569, 1659372, 2118655
 2822900, 1659146, 2117854
 2823117, 1658490, 2117891
 2822534, 1659012, 2117886
 2822908, 1658256, 2117988
 2821999, 1658769, 2117905
 2822991, 1657889, 2117980
 2822807, 1658824, 2117722
 2822704, 1659045, 2117569
 2822459, 1659238, 2117701
 2822542, 1658808, 2117659
 2823070, 1658711, 2117805
 2822904, 1658592, 2117605
 2822748, 1658792, 2117754
 2822806, 1658429, 2117878
 2822822, 1658425, 2117803
 2822810, 1658142, 2117949
 2822456, 1658638, 2117756
 2823261, 1658192, 2117862
 2822416, 1659157, 2117947
 2822514, 1658846, 2117918
 2823013, 1658100, 2117535
 2821791, 1658847, 2117614
 2823116, 1658535, 2117742
 2822290, 1659068, 2117634
 2822750, 1658911, 2117782
 2822871, 1658498, 2117489
 2822905, 1658185, 2117706
 2823036, 1658745, 2117892
 2822820, 1659585, 2117708
 2823151, 1658770, 2117875
 2822331, 1659367, 2117758
 2822578, 1658946, 2117889
 2822179, 1659330, 2117884
 2822462, 1658508, 2117588
 2823205, 1658597, 2117752
 2822897, 1659392, 2117783
 2822468, 1658383, 2117918
 2822866, 1659092, 2117872
 2822448, 1658247, 2117684
 2822514, 1658390, 2118028
 2822852, 1658804, 2117927
 2822569, 1658596, 2117804
 2822605, 1659296, 2117833
 2822548, 1658882, 2118006
 2822696, 1659007, 2117698
 2822507, 1658669, 2117797
 2822807, 1659060, 2118007
 2823178, 1658123, 2118071
 2822892, 1658594, 2118080
 2822585, 1659094, 2117718
 2822318, 1658822, 2118066
 2822160, 1659410, 2118047
 2822903, 1659799, 2117824
 2822737, 1658356, 2118021
 2822618, 1658717, 2118095
 2822547, 1658710, 2118052
 2822724, 1659738, 2118009
 2822287, 1659346, 2117723
 2823029, 1658862, 2117897
 2822428, 1659086, 2117993
 2822778, 1658962, 2118315
 2822816, 1657914, 2118170
 2822969, 1659190, 2117926
 2822523, 1659077, 2118061
 2822540, 1659569, 2117984
 2822251, 1658447, 2117699
 2822553, 1658754, 2117858
 2823362, 1659203, 2117899
 2822423, 1659395, 2118151
 2822521, 1659068, 2118107
 2822654, 1658122, 2118008
 2822426, 1658951, 2117814
 2822746, 1658274, 2117975
 2822799, 1658402, 2117979
 2822933, 1658799, 2117821
 2823195, 1659308, 2117960
 2823263, 1658794, 2117784
 2823224, 1658623, 2117979
 2822631, 1658623, 2117841
 2822352, 1658871, 2118058
 2822888, 1659973, 2118121
 2822396, 1658935, 2117815
 2822688, 1658132, 2118270
 2823220, 1659141, 2117791
 2822442, 1658980, 2117819
 2822347, 1658833, 2118003
 2822689, 1658659, 2118102
 2822537, 1659282, 2117765
 2822934, 1658842, 2117827
 2822305, 1659351, 2117956
 2822630, 1658869, 2117863
 2822081, 1658538, 2117901
 2822292, 1659355, 2117823
 2822188, 1658955, 2117741
 2822948, 1658988, 2118284
 2822826, 1658458, 2117979
 2823679, 1659070, 2117866
 2823660, 1658677, 2118012
 2822878, 1659033, 2117765
 2822693, 1659061, 2118128
 2822554, 1658044, 2118113
 2822896, 1658860, 2117932
 2823529, 1658245, 2118028
 2822998, 1659122, 2118204
 2822887, 1659083, 2118072
 2822804, 1659290, 2118068
 2822914, 1658648, 2117929
 2823356, 1659135, 2118111
 2822958, 1658502, 2118199
 2823104, 1658285, 2117830
 2822570, 1659401, 2118149
 2823337, 1658678, 2117903
 2822750, 1658915, 2117866
 2822579, 1658733, 2117974
 2823417, 1658670, 2117853
 2822852, 1659186, 2118065
 2822835, 1658783, 2117749
 2822855, 1658873, 2118126
 2823793, 1658969, 2117897
 2823162, 1658841, 2117798
 2822761, 1658224, 2118129
 2822523, 1659596, 2118140
 2822957, 1658489, 2118074
 2823035, 1658752, 2118127
 2823085, 1659513, 2117953
 2822314, 1658920, 2117890
 2823111, 1658723, 2117841
 2823569, 1659059, 2118014
 2823308, 1659122, 2118378
 2823113, 1659082, 2118020
 2822211, 1658743, 2118076
 2823449, 1659273, 2117877
 2823357, 1658537, 2117725
 2822798, 1658161, 2118048
 2823412, 1658103, 2118031
 2823509, 1659576, 2118073
 2822867, 1659608, 2118334
 2823139, 1658636, 2118357
 2823079, 1658829, 2118178
 2822871, 1659336, 2118042
 2822727, 1659411, 2117777
 2823050, 1658471, 2118247
 2822872, 1658692, 2118390
 2822888, 1659192, 2118074
 2822789, 1659279, 2118272
 2823261, 1658523, 2118148
 2823370, 1658266, 2118076
 2822770, 1659768, 2118209
 2822578, 1659143, 2117751
 2822946, 1658942, 2117943
 2822634, 1659245, 2118220
 2823257, 1659102, 2118036
 2823385, 1658935, 2118100
 2823172, 1659315, 2118175
 2823203, 1659475, 2117768
 2823327, 1658920, 2118169
 2822604, 1658601, 2118189
 2822961, 1658782, 2118113
 2822964, 1658920, 2117847
 2822625, 1658660, 2118052
 2823141, 1658395, 2118091
 2823493, 1659188, 2118172
 2823343, 1659105, 2118300
 2823608, 1658685, 2117989
 2822559, 1658899, 2117806
 2822988, 1659377, 2117894
 2822638, 1658456, 2118035
 2822643, 1659083, 2117909
 2822975, 1659403, 2118401
 2823352, 1658715, 2117923
 2822907, 1659278, 2117922
 2822486, 1657994, 2118292
 2823391, 1658793, 2118218
 2823050, 1659086, 2118196
 2822931, 1658652, 2117923
 2822960, 1659205, 2117979
 2823219, 1658242, 2117974
 2822647, 1658468, 2118033
 2822990, 1659142, 2118143
 2821949, 1658691, 2118304
 2822863, 1659218, 2118191
 2823156, 1659209, 2117743
 2822343, 1658696, 2117815
 2823156, 1658778, 2118071
 2823258, 1659628, 2118014
 2823350, 1659674, 2117979
 2822958, 1658196, 2118110
 2823195, 1659661, 2117977
 2822953, 1658697, 2117961
 2822669, 1658089, 2118177
 2822745, 1659279, 2118282
 2823057, 1659026, 2118205
 2823064, 1659147, 2117937
 2823031, 1658422, 2118077
 2822466, 1659520, 2118223
 -1744277, 1659194, 2118031
 2823522, 1658813, 2118185
 2822743, 1659234, 2118252
 2822769, 1659440, 2118033
 2823178, 1658338, 2118226
 2823016, 1658805, 2117994
 2822872, 1658509, 2118073
 2823510, 1658579, 2118117
 2822924, 1658217, 2118012
 2823183, 1659562, 2118196
 2822916, 1658960, 2117950
 2822527, 1659553, 2118048
 2822963, 1659434, 2118364
 2823223, 1658826, 2118026
 2822806, 1659184, 2118275
 2822954, 1658814, 2118190
 2823381, 1658993, 2118188
 2822503, 1659019, 2117989
 2823099, 1659242, 2117839
 2823226, 1658957, 2118135
 2823119, 1659141, 2117901
 2822682, 1659176, 2118098
 2822384, 1658940, 2118055
 2822650, 1658694, 2117994
 2822406, 1658805, 2117909
 2822883, 1658787, 2118022
 2822954, 1658518, 2118012
 2822719, 1659296, 2117870
 2822965, 1659024, 2118045
 2823112, 1658969, 2118041
 2822925, 1659040, 2118031
 2823200, 1658765, 2117931
 2823032, 1658909, 2117995
 2822893, 1660136, 2118072
 2822616, 1659256, 2118249
 2823094, 1659705, 2118233
 2822277, 1659243, 2118055
 2822828, 1659986, 2118046
 2822578, 1660020, 2118338
 2822635, 1658996, 2118066
 2823518, 1658995, 2118021
 2823056, 1659283, 2118069
 2823246, 1659243, 2118044
 2822912, 1659609, 2117977
 2822984, 1659528, 2118159
 2822299, 1659571, 2118111
 2823197, 1659269, 2118142
 2822863, 1658068, 2118256
 2823913, 1659284, 2118057
 2823336, 1659044, 2117994
 2822449, 1658950, 2118245
 2823116, 1659073, 2118058
 2823485, 1658355, 2118245
 2822596, 1659487, 2118109
 2823519, 1659486, 2117938
 2823149, 1658438, 2118275
 2823370, 1659475, 2118235
 2822640, 1659500, 2117939
 2823149, 1659023, 2118055
 2823088, 1658694, 2118229
 2823660, 1659325, 2118253
 2822879, 1658235, 2118193
 2822957, 1659244, 2117979
 2823337, 1659036, 2118064
 2822966, 1658547, 2117921
 2823056, 1659236, 2117986
