 w1,w2,w3
 2877669, 1681822, 2127016
 2877646, 1681437, 2127178
 2878320, 1682021, 2127103
 2878107, 1681191, 2127142
 2878025, 1681620, 2127001
 2877969, 1681801, 2127005
 2877746, 1681061, 2126945
 2878064, 1682051, 2127156
 2877842, 1681802, 2127071
 2877904, 1681632, 2127138
 2877948, 1682175, 2127111
 2877825, 1681924, 2126651
 2877538, 1681289, 2127013
 2878184, 1682008, 2126841
 2878242, 1682112, 2126961
 2878302, 1681717, 2126748
 2878174, 1681541, 2127224
 2878111, 1682416, 2127069
 2878377, 1681187, 2127010
 2878817, 1682143, 2127039
 2877956, 1681747, 2127076
 2878108, 1682165, 2126895
 2877986, 1682174, 2127233
 2877370, 1681675, 2127014
 2878095, 1681805, 2126963
 2878156, 1681141, 2126972
 2878288, 1681325, 2127164
 2877636, 1682064, 2126969
 2878189, 1681766, 2126819
 2877906, 1682124, 2126983
 2878468, 1681625, 2126821
 2877561, 1681875, 2127050
 2877658, 1681256, 2127052
 2877203, 1682341, 2126874
 2878035, 1681883, 2126963
 2877831, 1681551, 2127058
 2877734, 1681663, 2126906
 2878182, 1681800, 2127043
 2877864, 1681945, 2126855
 2877982, 1681622, 2126877
 2878029, 1681553, 2126843
 2878502, 1682062, 2127027
 2878004, 1681141, 2126979
 2878325, 1680976, 2127148
 2877912, 1681989, 2127286
 2877982, 1681732, 2126916
 2878002, 1682530, 2126868
 2878038, 1681799, 2127149
 2878032, 1681618, 2126994
 2877393, 1681814, 2126933
 2878124, 1681636, 2126848
 2877683, 1682333, 2126749
 2878339, 1682147, 2126985
 2877983, 1681312, 2127037
 2878266, 1682244, 2127071
 2878141, 1682010, 2127144
 2877925, 1682666, 2127287
 2878112, 1681532, 2126855
 2878489, 1681427, 2126911
 2877676, 1682134, 2126993
 2877688, 1682095, 2127331
 2878046, 1682228, 2127331
 2877524, 1681794, 2126818
 2878260, 1682109, 2127279
 2878061, 1682070, 2127388
 2878536, 1681700, 2127047
 2878279, 1681724, 2127077
 2877602, 1682249, 2127248
 2877625, 1682272, 2127423
 2878374, 1682250, 2127489
 2878434, 1681918, 2127312
 2878125, 1682041, 2127520
 2877448, 1682367, 2127119
 2877712, 1682445, 2127126
 2877580, 1681942, 2127311
 2877760, 1682138, 2126898
 2877573, 1681545, 2127004
 2877949, 1681921, 2127439
 2878212, 1682691, 2127299
 2878281, 1681812, 2127243
 2877849, 1681776, 2127172
 2877855, 1681899, 2127330
 2877932, 1681893, 2127375
 2877536, 1682275, 2127038
 2877468, 1681699, 2127325
 2878226, 1681924, 2127419
 2877920, 1682298, 2127072
 2877604, 1682450, 2127476
 2878180, 1681684, 2127288
 2878034, 1682989, 2127265
 2877663, 1682481, 2127386
 2878013, 1681909, 2127103
 2877878, 1681836, 2127261
 2877817, 1681968, 2127340
 2878115, 1681986, 2127317
 2877877, 1681841, 2126991
 2878211, 1681002, 2127099
 2878224, 1681868, 2127118
 2877069, 1681750, 2127324
 2878406, 1681307, 2127334
 2877542, 1681989, 2127188
 2877927, 1682590, 2127467
 2877810, 1682290, 2127164
 2877587, 1682686, 2127336
 2877747, 1681562, 2127136
 2877837, 1681694, 2127392
 2877359, 1682439, 2127354
 2877299, 1681992, 2127303
 2877604, 1681642, 2127118
 2877436, 1681661, 2127340
 2877718, 1682112, 2127112
 2877556, 1682101, 2127313
 2877718, 1682435, 2127281
 2878032, 1681447, 2127157
 2877580, 1681737, 2126899
 2878229, 1681788, 2127422
 2877547, 1682042, 2127269
 2877730, 1682238, 2127351
 2877426, 1682065, 2126988
 2878003, 1682588, 2127301
 2877667, 1681891, 2127162
 2878335, 1682499, 2127038
 2877892, 1681793, 2127236
 2877872, 1682062, 2127006
 2877849, 1682240, 2127061
 2877887, 1682639, 2127105
 2877338, 1681451, 2127299
 2877742, 1682329, 2127226
 2878296, 1681908, 2127146
 2877947, 1681536, 2127317
 2878062, 1681860, 2127292
 2877235, 1682036, 2127350
 2878251, 1681935, 2127269
 2877739, 1682312, 2127445
 2877917, 1682117, 2127297
 2877928, 1681848, 2127206
 2877675, 1681859, 2127070
 2878478, 1681863, 2127267
 2878322, 1682030, 2127207
 2877763, 1682417, 2127247
 2877503, 1681935, 2127129
 2878003, 1681551, 2126824
 2877775, 1681794, 2127212
 2877429, 1682115, 2127095
 2877656, 1681731, 2127087
 2878380, 1681947, 2127116
 2877719, 1682645, 2127269
 2877863, 1682300, 2127134
 2877889, 1682239, 2127187
 2877807, 1682704, 2127368
 2877106, 1681581, 2127257
 2877400, 1682063, 2127484
 2878004, 1681628, 2127009
 2877529, 1682488, 2127445
 2877783, 1681771, 2127203
 2877718, 1682155, 2127080
 2877861, 1682302, 2127181
 2878237, 1682257, 2127178
 2877942, 1681220, 2127061
 2877554, 1682492, 2127149
 2877222, 1681549, 2127477
 2877216, 1681717, 2127274
 2877649, 1682116, 2127441
 2877668, 1681310, 2127345
 2878026, 1682296, 2126975
 2877969, 1682155, 2127302
 2877365, 1681751, 2127256
 2878061, 1681372, 2127182
 2876964, 1682401, 2127014
 2877803, 1681075, 2127182
 2877609, 1681775, 2127023
 2878368, 1681854, 2127200
 2877396, 1682286, 2127280
 2877649, 1681980, 2127276
 2878311, 1682284, 2127153
 2878454, 1682472, 2127255
 2877676, 1682763, 2127378
 2878039, 1681923, 2127071
 2877358, 1681616, 2127479
 2877892, 1682422, 2127455
 2878304, 1682965, 2127068
 2877488, 1682306, 2127219
 2877823, 1681785, 2127286
 2878464, 1683070, 2127248
 2877409, 1681015, 2127464
 2876834, 1682138, 2126972
 2877300, 1681902, 2126925
 2877602, 1681333, 2127275
 2877956, 1681929, 2127400
 2876797, 1681700, 2127104
 2877841, 1681457, 2127283
 2877760, 1682402, 2127330
 2877837, 1681768, 2127185
 2878150, 1682171, 2127121
 2878097, 1682158, 2127135
 2877642, 1681941, 2127262
 2877307, 1681946, 2127151
 2877997, 1681059, 2127253
 2877483, 1682660, 2126978
 2877764, 1681533, 2127261
 2877776, 1682150, 2127230
 2877667, 1682282, 2127223
 2878268, 1681490, 2127060
 2877393, 1682551, 2127188
 2877915, 1681940, 2127363
 2877555, 1682689, 2127139
 2878728, 1682017, 2127257
 2877648, 1681732, 2127116
 2877815, 1683138, 2127325
 2877908, 1682535, 2127381
 2877974, 1682164, 2127224
 2877904, 1682386, 2127321
 2877587, 1682303, 2127176
 2878117, 1682503, 2127256
 2877594, 1682944, 2127224
 2877323, 1682583, 2127100
 2877905, 1681588, 2127066
 2877605, 1682168, 2127271
 2877869, 1681873, 2127319
 2877501, 1681878, 2126954
 2877480, 1682187, 2127110
 2877661, 1681957, 2127173
 2878041, 1682251, 2127046
 2877330, 1681194, 2126906
 2877522, 1681440, 2127166
 2877207, 1681349, 2127122
 2878050, 1681743, 2127153
 2877893, 1682839, 2127158
 2877951, 1681851, 2127401
 2877692, 1681705, 2127289
 2877754, 1682154, 2127062
 2877440, 1681419, 2127136
 2878433, 1682361, 2127187
 2877811, 1682156, 2127182
 2877350, 1682365, 2127211
 2877886, 1681912, 2127214
 2877831, 1681988, 2127226
 2877735, 1682040, 2126989
 2877849, 1682363, 2127358
 2877962, 1682402, 2127270
 2877681, 1681832, 2127176
 2877731, 1681978, 2127238
 2877434, 1681997, 2127257
 2877627, 1681615, 2127129
 2877341, 1681958, 2127078
 2877541, 1681973, 2127264
 2877561, 1682088, 2127409
 2877404, 1681535, 2127122
 2877282, 1681770, 2127079
 2878353, 1681728, 2126883
 2877024, 1682257, 2127303
 2877952, 1682401, 2127183
 2877733, 1681921, 2127128
 2877530, 1682457, 2127276
 2877572, 1681887, 2127327
 2877967, 1681770, 2127058
 2878159, 1681306, 2127149
 2877440, 1681924, 2127074
 2877497, 1682150, 2127290
 2877693, 1681355, 2127058
 2878050, 1681530, 2127079
 2878766, 1682914, 2126878
 2877065, 1682407, 2127123
 2877976, 1681701, 2127185
 2877749, 1682157, 2127138
 2878202, 1681702, 2127029
 2877634, 1682610, 2127261
 2877996, 1681868, 2127208
 2877865, 1682035, 2127225
 2878323, 1681622, 2127196
 2876872, 1681714, 2127388
 2877046, 1682320, 2127191
 2877758, 1681661, 2127196
 2877594, 1682272, 2127131
 2877467, 1681831, 2127070
 2877561, 1682370, 2127170
 2877030, 1682727, 2127059
 2877328, 1681271, 2126825
 2878150, 1681783, 2127149
 2878048, 1682398, 2127027
 2878042, 1682243, 2127036
 2877517, 1682235, 2126861
 2877506, 1681646, 2127195
 2876981, 1681815, 2126877
 2878065, 1681385, 2126977
 2877513, 1681675, 2126958
 2877741, 1681135, 2127258
 2877324, 1681761, 2127162
 2877886, 1682149, 2127042
 2877894, 1682219, 2127039
 2877354, 1682127, 2126872
 2877348, 1682174, 2127036
 2877702, 1682307, 2127088
 2877874, 1681081, 2127051
 2877403, 1682153, 2127212
 2877710, 1681924, 2126987
 2877355, 1681369, 2127144
 2877291, 1682083, 2127091
 2878211, 1682574, 2127045
 2877510, 1681986, 2127081
 2877416, 1682268, 2126946
 2877903, 1682185, 2127050
 2877417, 1682226, 2127052
 2878073, 1681914, 2129919
 2878044, 1681639, 2127197
 2876919, 1682038, 2126777
 2877297, 1681907, 2127341
 2877561, 1682198, 2127241
 2877352, 1682008, 2127090
 2877451, 1681973, 2126825
 2877749, 1682082, 2127122
 2877085, 1681660, 2127155
 2877484, 1681924, 2127125
 2877287, 1682711, 2126863
 2877837, 1681733, 2126996
 2877180, 1682349, 2127099
 2877436, 1682487, 2127034
 2877772, 1682409, 2126727
 2877207, 1681571, 2126640
 2877393, 1681963, 2126971
 2877270, 1681641, 2127035
 2876724, 1681522, 2126874
 2877735, 1681810, 2126988
 2876937, 1681854, 2126982
 2877704, 1682068, 2127024
 2877791, 1681675, 2127058
 2877394, 1681358, 2126897
 2877830, 1682052, 2126842
 2877474, 1681702, 2127135
 2877437, 1681840, 2127129
 2877791, 1682098, 2126990
 2876921, 1681467, 2126832
 2877713, 1681541, 2126935
 2877815, 1681326, 2126889
 2877542, 1682088, 2126861
 2878266, 1682615, 2127019
 2877358, 1682254, 2126950
 2877546, 1682046, 2127208
 2877706, 1681753, 2127284
 2877269, 1682414, 2127140
 2877751, 1681940, 2126855
 2877580, 1682056, 2127027
 2878080, 1682608, 2126987
 2877526, 1682123, 2127067
 2877727, 1681508, 2127087
 2876913, 1682699, 2126961
 2877921, 1682033, 2127144
 2877359, 1682146, 2127128
 2877579, 1682348, 2127305
 2877143, 1682132, 2126891
 2877649, 1681665, 2127171
 2877081, 1682708, 2126980
 2877378, 1682206, 2127184
 2877546, 1682058, 2127123
 2878208, 1681785, 2127134
 2877075, 1682427, 2127405
 2878063, 1681613, 2127037
 2878204, 1682131, 2126972
 2877586, 1681608, 2126895
 2877749, 1681702, 2126729
 2877939, 1682407, 2127033
 2878057, 1681922, 2126927
 2877665, 1681889, 2126891
 2877723, 1681447, 2127115
 2877476, 1682120, 2127037
 2877211, 1681599, 2126913
 2877839, 1682006, 2127218
 2877373, 1681712, 2127160
 2877269, 1682527, 2127295
 2877627, 1681859, 2126937
 2877736, 1682412, 2127204
 2877641, 1682135, 2127183
 2877552, 1682175, 2127013
 2877461, 1681807, 2127106
 2877211, 1681495, 2127024
 2877206, 1681911, 2126893
 2877825, 1682084, 2127015
 2876964, 1682351, 2127151
 2877864, 1681882, 2127156
 2877765, 1681554, 2127051
 2877585, 1682102, 2127092
 2878164, 1681971, 2127280
 2878123, 1682184, 2126904
 2877386, 1681612, 2127349
 2877905, 1682481, 2127253
 2877516, 1682997, 2127043
 2877314, 1681747, 2126882
 2877218, 1682255, 2126969
 2878175, 1681884, 2127375
 2877159, 1682759, 2126930
 2876773, 1681686, 2126889
 2877754, 1681527, 2127107
 2876813, 1682345, 2127312
 2878191, 1682570, 2126953
 2877360, 1681787, 2127001
 2877983, 1682203, 2126970
 2878082, 1682232, 2126921
 2877678, 1682956, 2127028
 2877365, 1681475, 2127141
 2877820, 1681536, 2127201
 2877903, 1682097, 2127013
 2877700, 1681796, 2126988
 2877387, 1681259, 2127233
 2877292, 1681986, 2126929
 2877736, 1681691, 2127013
 2877254, 1682038, 2127152
 2877482, 1682557, 2127149
 2877256, 1682019, 2127215
 2877724, 1681795, 2126801
 2877418, 1681968, 2126998
 2877954, 1681578, 2127238
 2877833, 1682075, 2127069
 2876768, 1682428, 2127002
 2877245, 1682306, 2127132
 2877001, 1682024, 2126999
 2877977, 1681710, 2126920
 2876915, 1681733, 2127037
 2876965, 1682111, 2126738
 2877048, 1681976, 2126974
 2877664, 1682048, 2127171
 2877265, 1682043, 2127119
 2877640, 1682280, 2127187
 2877839, 1682644, 2127146
 2877558, 1682453, 2127147
 2876982, 1681274, 2127105
 2877655, 1681692, 2127030
 2877157, 1682840, 2127278
 2877275, 1682447, 2127203
 2877361, 1682375, 2127047
 2877421, 1681805, 2127174
 2876998, 1682115, 2126906
 2877793, 1682475, 2126893
 2877542, 1682324, 2127083
 2877448, 1682232, 2127043
 2877518, 1682617, 2126959
 2878178, 1682409, 2126850
 2877904, 1682604, 2126986
 2877960, 1681874, 2127063
 2876996, 1682310, 2126978
 2877224, 1682799, 2127212
 2877377, 1682698, 2127030
 2876710, 1682103, 2127237
 2877832, 1682590, 2127125
 2877450, 1682705, 2127116
 2877230, 1681246, 2127033
 2877093, 1682550, 2127172
 2877413, 1682402, 2127289
 2876926, 1682198, 2127042
 2877348, 1682262, 2126918
 2877949, 1681887, 2127293
 2877614, 1682124, 2127332
 2877582, 1682374, 2127225
 2877316, 1682550, 2127070
 2877246, 1683036, 2127366
 2876883, 1682181, 2127178
 2877406, 1682840, 2127108
 2877871, 1682071, 2127274
 2877310, 1682448, 2127501
 2877770, 1681728, 2127229
 2877224, 1682645, 2127183
 2877689, 1682305, 2127270
 2877099, 1682177, 2127261
 2877634, 1681727, 2127466
 2877340, 1682507, 2127281
 2877104, 1682401, 2127336
 2877180, 1681766, 2127546
 2876789, 1681977, 2127139
 2877297, 1682326, 2127323
 2877098, 1681939, 2127240
 2878007, 1681417, 2127185
 2877357, 1681952, 2127379
 2877539, 1682476, 2127268
 2877995, 1682709, 2127239
 2877781, 1682092, 2127444
 2877457, 1682246, 2127329
 2877845, 1682113, 2127238
 2877393, 1682714, 2127006
 2877894, 1682390, 2127349
 2877109, 1681416, 2127163
 2877333, 1683472, 2127346
 2877514, 1682490, 2127178
 2877072, 1682287, 2127075
 2877183, 1681921, 2127349
 2877327, 1682234, 2127000
 2877060, 1682876, 2127101
 2877691, 1682988, 2127164
 2878149, 1682138, 2126828
 2876673, 1682499, 2127105
 2877858, 1682820, 2127195
 2877696, 1683073, 2127009
 2877577, 1682816, 2127018
 2877199, 1682278, 2127022
 2877516, 1682309, 2127075
 2877045, 1682754, 2126926
 2877374, 1682250, 2126953
 2877085, 1682576, 2127195
 2877704, 1682569, 2126944
 2877359, 1682049, 2127039
 2877558, 1681754, 2127193
 2877050, 1681993, 2126941
 2877415, 1682487, 2126998
 2877056, 1682233, 2127003
 2878083, 1683078, 2127145
 2877362, 1681990, 2127082
 2877677, 1682232, 2126759
 2877521, 1682292, 2127101
 2877236, 1682146, 2127104
 2877523, 1682250, 2127039
 2877475, 1681842, 2126985
 2877247, 1682724, 2127143
 2877509, 1682094, 2127171
 2877519, 1682795, 2126997
 2877164, 1681963, 2127152
 2877749, 1681700, 2127109
 2876657, 1681795, 2126970
 2877358, 1681970, 2126819
 2877350, 1681393, 2126912
 2877273, 1682730, 2126749
 2876919, 1682902, 2127073
 2877220, 1681967, 2127074
 2877038, 1682507, 2127244
 2877159, 1682573, 2126971
 2877720, 1682895, 2127000
 2876974, 1682151, 2127004
 2877547, 1682804, 2127046
 2877123, 1682617, 2127110
 2877109, 1681809, 2127183
 2877243, 1683367, 2127165
 2877068, 1682691, 2127068
 2877082, 1682143, 2127031
 2877586, 1682413, 2126953
 2877626, 1682974, 2127016
 2877951, 1682620, 2126820
 2877521, 1682722, 2126803
 2877289, 1681880, 2127126
 2877485, 1682587, 2127206
 2877793, 1683083, 2126900
 2877638, 1683478, 2126801
 2877551, 1682865, 2127102
 2877047, 1683319, 2127129
 2876968, 1682848, 2126858
 2876993, 1682171, 2127024
 2877912, 1682186, 2127145
 2876772, 1681956, 2127381
 2877673, 1682028, 2127249
 2877425, 1682832, 2127262
 2877585, 1682781, 2127127
 2877001, 1682488, 2127277
 2877260, 1682765, 2127118
 2877014, 1682385, 2127179
 2877280, 1682938, 2127239
 2877502, 1683408, 2127330
 2877658, 1682680, 2127314
 2877599, 1683096, 2127112
 2877264, 1682549, 2126884
 2876387, 1682662, 2127142
 2877392, 1681895, 2127094
 2877636, 1682329, 2127274
 2876909, 1683028, 2127092
 2877827, 1683029, 2127074
 2876441, 1682963, 2127155
 2877038, 1682852, 2127060
 2877620, 1682267, 2127032
 2876735, 1682559, 2127296
 2876945, 1682214, 2127175
 2877257, 1683116, 2127070
 2877611, 1682668, 2127124
 2877310, 1683240, 2127321
 2876897, 1683315, 2127294
 2877591, 1682736, 2127628
 2877528, 1683529, 2127326
 2876994, 1682507, 2127308
 2877008, 1683059, 2127219
 2877284, 1682660, 2127220
 2877078, 1681979, 2127414
 2877262, 1682411, 2127337
 2876970, 1682435, 2127240
 2877222, 1682777, 2127298
 2877052, 1682579, 2127113
 2877336, 1682947, 2127294
 2877275, 1682136, 2127051
 2877145, 1682820, 2127070
 2877403, 1683107, 2127263
 2876846, 1682610, 2127323
 2876809, 1683013, 2127167
 2877487, 1682458, 2127250
 2877038, 1683093, 2127204
 2877901, 1682413, 2127209
 2876829, 1682259, 2127399
 2877052, 1683144, 2127184
 2876952, 1682485, 2127184
 2877018, 1682700, 2127299
 2877239, 1682991, 2127327
 2876926, 1683148, 2127205
 2876654, 1682649, 2127224
 2877042, 1682677, 2127345
 2877160, 1681958, 2127065
 2877166, 1683368, 2127373
 2876775, 1682970, 2127114
 2877301, 1682931, 2127030
 2877488, 1682956, 2127114
 2877001, 1683485, 2127101
 2876188, 1683141, 2126909
 2876921, 1683183, 2126915
 2877683, 1690909, 2127906
 2877262, 1690787, 2127914
 2876469, 1690472, 2127885
 2876971, 1690131, 2128040
 2877026, 1690786, 2127919
 2877826, 1691180, 2128017
 2877682, 1690889, 2128018
 2877722, 1690805, 2127676
 2876936, 1690515, 2128046
 2877363, 1690424, 2127955
 2877712, 1690816, 2128102
 2876959, 1690325, 2127928
 2877329, 1690910, 2127996
 2877924, 1690521, 2127948
 2877595, 1691122, 2127972
 2877265, 1690772, 2127960
 2877387, 1690741, 2128086
 2877631, 1691210, 2128003
 2877147, 1690482, 2127916
 2877009, 1690602, 2127754
 2877403, 1690721, 2128099
 2877385, 1690286, 2127805
 2876767, 1690369, 2127934
 2877182, 1690674, 2127863
 2876994, 1689892, 2128135
 2877152, 1690208, 2128105
 2877541, 1690905, 2127975
 2877177, 1690599, 2127878
 2877133, 1690566, 2128136
 2877293, 1690509, 2127964
 2877708, 1690533, 2127861
 2877240, 1690628, 2128032
 2877282, 1690283, 2128074
 2877021, 1690530, 2127928
 2877256, 1690440, 2128053
 2877763, 1690488, 2128094
 2876931, 1690112, 2128134
 2877131, 1690454, 2127979
 2877711, 1690744, 2128101
 2876939, 1690114, 2128048
 2876965, 1690323, 2128080
 2877837, 1690279, 2128001
 2877566, 1690856, 2127957
 2877547, 1690142, 2128154
 2877281, 1690780, 2128050
 2877709, 1690481, 2127977
 2876877, 1691070, 2128242
 2877060, 1690328, 2128102
 2877639, 1690903, 2128094
 2877427, 1690479, 2128010
 2877364, 1690257, 2128009
 2877072, 1690463, 2128055
 2877413, 1691107, 2127956
 2877348, 1690732, 2128109
 2876304, 1690977, 2128235
 2876751, 1690472, 2128099
 2877466, 1690739, 2128145
 2877252, 1691002, 2128250
 2877095, 1690544, 2128034
 2876868, 1690685, 2128014
 2876795, 1691297, 2128190
 2877606, 1690469, 2128055
 2877161, 1689686, 2127862
 2877751, 1690613, 2128131
 2877735, 1691041, 2127754
 2877129, 1690125, 2128183
 2877338, 1689984, 2128126
 2877233, 1689987, 2128155
 2877462, 1690556, 2128063
 2877314, 1690598, 2127758
 2877635, 1690760, 2127971
 2876680, 1691041, 2128184
 2877163, 1690728, 2127970
 2876915, 1690767, 2127925
 2877866, 1690731, 2128085
 2877190, 1690291, 2127996
 2877690, 1690262, 2128121
 2877555, 1690701, 2128042
 2876855, 1690367, 2128050
 2877288, 1690565, 2128123
 2876873, 1691339, 2127988
 2877290, 1690671, 2127911
 2877540, 1690890, 2127862
 2877377, 1691131, 2127999
 2877238, 1690313, 2128014
 2877975, 1690784, 2127580
 2877487, 1690295, 2127873
 2876923, 1690690, 2127882
 2876319, 1690583, 2128015
 2876974, 1690989, 2127864
 2877329, 1691267, 2127975
 2877735, 1690763, 2127916
 2877266, 1690912, 2127989
 2877705, 1690263, 2128013
 2877285, 1690062, 2128056
 2877594, 1690422, 2127880
 2876909, 1690654, 2128248
 2876884, 1690612, 2127863
 2877442, 1689532, 2128084
 2877453, 1690761, 2128308
 2877429, 1690816, 2128197
 2877526, 1690999, 2127916
 2877681, 1690471, 2128110
 2876870, 1690416, 2128129
 2877274, 1691270, 2127936
 2877600, 1690611, 2128059
 2876812, 1690530, 2127800
 2877515, 1690320, 2128160
 2876812, 1690414, 2128103
 2877130, 1690946, 2128000
 2876793, 1690673, 2128095
 2876997, 1690619, 2128033
 2877290, 1690772, 2128003
 2877316, 1690719, 2128193
 2877194, 1691182, 2127892
 2877791, 1691417, 2127951
 2877548, 1691297, 2127917
 2877651, 1691096, 2128027
 2877327, 1690658, 2127935
 2876526, 1690812, 2128273
 2877093, 1690648, 2127908
 2876838, 1691223, 2128082
 2877180, 1691141, 2128070
 2876676, 1691153, 2127980
 2876520, 1690762, 2127902
 2877254, 1690588, 2128043
 2877085, 1690959, 2127988
 2877038, 1690908, 2128095
 2877283, 1690702, 2127839
 2876319, 1691057, 2128217
 2877124, 1690126, 2127874
 2877199, 1691756, 2128107
 2877488, 1690427, 2128030
 2877723, 1690742, 2127983
 2877033, 1690763, 2128094
 2877180, 1691293, 2128235
 2877766, 1690276, 2128130
 2876630, 1691139, 2128024
 2876256, 1690787, 2128053
 2876360, 1690783, 2128061
 2877019, 1690228, 2127998
 2876711, 1690558, 2128340
 2877376, 1691156, 2128017
 2877766, 1691125, 2128086
 2877318, 1691208, 2128151
 2877171, 1691569, 2128101
 2877353, 1690765, 2128195
 2877301, 1691115, 2127955
 2877377, 1690771, 2128005
 2877669, 1690534, 2128225
 2876843, 1690802, 2127954
 2877516, 1690683, 2128198
 2877272, 1690393, 2127978
 2877252, 1690387, 2128289
 2877242, 1690675, 2128129
 2877447, 1691392, 2128028
 2877265, 1690872, 2128050
 2876793, 1691040, 2127963
 2876830, 1691642, 2128056
 2877062, 1691114, 2128083
 2877328, 1690900, 2128061
 2876896, 1691272, 2127938
 2877337, 1691288, 2128018
 2877728, 1691365, 2128080
 2877474, 1690677, 2128155
 2877171, 1690652, 2128180
 2876580, 1691155, 2128010
 2877770, 1690015, 2127987
 2877004, 1691517, 2127959
 2877105, 1690296, 2128107
 2877384, 1691221, 2127786
 2877032, 1690692, 2128159
 2876954, 1690839, 2128397
 2877106, 1690823, 2128196
 2876890, 1690681, 2128123
 2877261, 1690838, 2128105
 2877537, 1690462, 2128037
 2876665, 1690609, 2128035
 2877483, 1690994, 2128131
 2877571, 1691414, 2128226
 2877370, 1690525, 2127929
 2877435, 1690313, 2128161
 2876738, 1690918, 2128141
 2877291, 1691166, 2128263
 2877277, 1690536, 2128059
 2876939, 1690976, 2128174
 2877357, 1690939, 2128182
 2876820, 1691416, 2128143
 2876657, 1691361, 2128065
 2876889, 1691203, 2128402
 2876741, 1690385, 2128035
 2878000, 1690543, 2128054
 2876860, 1690850, 2128195
 2876991, 1691218, 2128007
 2877244, 1690398, 2128060
 2876727, 1691618, 2128039
 2876740, 1690796, 2128078
 2876861, 1690925, 2127839
 2876994, 1690852, 2128297
 2877260, 1691259, 2128157
 2876928, 1691058, 2127978
 2877079, 1690274, 2127873
 2876911, 1691181, 2127959
 2876759, 1690705, 2127741
 2877116, 1691019, 2128043
 2877350, 1691478, 2128338
 2876519, 1690270, 2128038
 2876958, 1691233, 2128002
 2877194, 1690825, 2128190
 2877564, 1691166, 2127809
 2877916, 1691312, 2128169
 2877236, 1691177, 2127976
 2877897, 1690126, 2127921
 2876924, 1691167, 2127855
 2876611, 1690918, 2128118
 2876661, 1690982, 2128092
 2877080, 1690730, 2128122
 2877364, 1690962, 2128074
 2876974, 1691053, 2128189
 2877253, 1690525, 2128327
 2877408, 1690611, 2128065
 2877283, 1690561, 2128136
 2876859, 1690559, 2128051
 2877187, 1690371, 2127929
 2876597, 1690775, 2128172
 2877373, 1691005, 2127969
 2876781, 1690068, 2128112
 2876658, 1690533, 2128047
 2876659, 1690992, 2128164
 2877094, 1690824, 2128087
 2876690, 1690801, 2128109
 2877578, 1690911, 2127867
 2874812, 1720502, 2128243
 2874795, 1720681, 2128480
 2874521, 1720463, 2128327
 2874624, 1720374, 2128485
 2874886, 1719881, 2128359
 2874816, 1721053, 2128318
 2875352, 1721711, 2128229
 2874043, 1722163, 2128561
 2874152, 1722028, 2128716
 2874262, 1721669, 2128574
 2874420, 1721260, 2128232
 2874253, 1721670, 2128137
 2874574, 1722804, 2128492
 2874362, 1721763, 2128260
 2874528, 1722149, 2128388
 2874747, 1721342, 2128559
 2874180, 1722141, 2128385
 2873684, 1721216, 2128517
 2874373, 1721637, 2128500
 2874068, 1721344, 2128520
 2874652, 1722043, 2128619
 2874366, 1721833, 2128547
 2874264, 1722622, 2128661
 2874055, 1721535, 2128448
 2873938, 1721892, 2128588
 2874481, 1721806, 2128554
 2874188, 1722008, 2128554
 2874075, 1721859, 2128497
 2874640, 1722085, 2128423
 2873656, 1721593, 2128611
 2874171, 1722649, 2128179
 2873992, 1721584, 2128693
 2873891, 1722856, 2128430
 2873959, 1721977, 2128341
 2874081, 1723017, 2128433
 2874548, 1721862, 2128615
 2874129, 1721648, 2128500
 2873742, 1722520, 2128624
 2873360, 1721821, 2128681
 2873747, 1722500, 2128286
 2873869, 1723261, 2128514
 2874058, 1721996, 2128639
 2874287, 1722374, 2128660
 2874043, 1721941, 2128375
 2873744, 1722821, 2128449
 2873988, 1721521, 2128395
 2874021, 1721962, 2128449
 2874193, 1721681, 2128564
 2873963, 1722009, 2128504
 2873549, 1722027, 2128582
 2874252, 1722404, 2128755
 2873905, 1721627, 2128566
 2873553, 1722238, 2128657
 2873422, 1722122, 2128559
 2873332, 1721794, 2128533
 2874147, 1722029, 2128608
 2874128, 1722254, 2128771
 2873768, 1721954, 2128718
 2873235, 1722300, 2128537
 2873251, 1721371, 2128602
 2874446, 1722264, 2128435
 2873821, 1722065, 2128724
 2873223, 1722405, 2128791
 2874041, 1722371, 2128624
 2873271, 1722730, 2128441
 2873613, 1721466, 2128623
 2874028, 1722597, 2128706
 2873835, 1721623, 2128797
 2874198, 1722130, 2128403
 2874227, 1721636, 2128567
 2873951, 1722264, 2128463
 2874158, 1721876, 2128617
 2874056, 1721774, 2128783
 2873512, 1721909, 2128543
 2874101, 1721816, 2128546
 2873707, 1722201, 2128721
 2872911, 1722129, 2128416
 2873284, 1722054, 2128590
 2874170, 1722330, 2128611
 2873652, 1721980, 2128505
 2873904, 1721941, 2128615
 2873587, 1721566, 2128670
 2873097, 1723098, 2128597
 2873875, 1722266, 2128571
 2873775, 1721746, 2128494
 2873188, 1722210, 2128668
 2873279, 1721790, 2128647
 2873311, 1722841, 2128637
 2873611, 1721895, 2128690
 2873509, 1722271, 2128740
 2872983, 1722384, 2128900
 2873599, 1722797, 2129017
 2873516, 1722436, 2128513
 2873288, 1722329, 2128582
 2873058, 1721966, 2128878
 2873334, 1721495, 2128816
